GENE_SYMBOL,ES740463,ES740496,ES740562,ES740637,ES740640,ES740691,ES740706,ES740712,ES740724,ES740772,ES740790,ES740871
MAEL,2,32,0,2,3,0,11,9,7,7,1,7
RAB8B,17854,12822,16002,12853,16226,14822,16176,17299,18313,14814,10648,18378
ARHGEF9,2270,2494,2040,2291,3001,2911,3118,1966,3271,1839,2760,3119
DPH3,3524,3306,3525,2586,2693,2949,3095,3955,4269,3942,1816,4239
SLC15A4,6492,6029,7059,5147,4388,5928,5843,5001,6533,4033,2786,7664
PMFBP1,29,12,44,39,26,21,16,27,29,23,89,37
MIR4309,0,0,0,0,0,0,0,0,0,0,0,0
CDH3,9,12,4,11,21,18,22,13,10,21,35,17
POU5F2,15,19,4,24,17,3,6,15,3,15,14,7
FLJ35946,4,16,10,10,20,13,7,4,9,5,16,59
SPIN3,364,315,395,388,354,400,514,294,523,368,835,554
CTNNB1,21269,11046,24501,16099,30465,14372,14376,31467,16573,31303,16893,17945
KLHL30,6,3,0,2,1,15,2,13,56,66,11,14
TOB2,11963,6021,16250,7526,18579,4512,12457,21571,7219,22712,15752,7714
CKAP4,9873,4256,12769,7798,7671,10564,4246,11700,13507,12748,4315,13556
GEM,314,12,536,98,784,26,334,368,17,448,960,20
MGAM,527,634,905,260,230,446,1017,619,1484,735,94,514
SNORD114-11,0,0,0,0,0,0,0,0,0,0,0,0
GALNT4,80,66,72,62,76,43,43,99,69,132,71,88
PCDH17,6,0,0,0,2,0,2,1,0,0,2,1
OR11H2,0,0,0,0,0,0,0,0,0,0,0,0
IQCE,3008,1811,3807,2833,3088,3288,2332,2901,3487,2717,1561,3439
RGS10,8608,10286,8121,5497,7228,9962,8662,9025,11689,8617,8949,10695
FAM57B,0,4,3,5,0,1,0,4,4,3,0,3
SIGMAR1,4382,4585,4404,4298,3760,6031,5354,4260,6234,4454,3795,6672
INTS3,7950,4390,9530,7386,7578,4991,6937,7529,8443,8735,8567,7989
TRIM10,16,89,17,12,45,29,105,294,29,34,24,52
CDC37,13957,13048,14431,11153,13346,15220,13893,13182,16109,13822,11452,15989
SCNN1G,0,0,0,0,0,0,0,1,0,0,0,0
KCNMA1,599,24,369,173,157,158,77,22,182,110,27,230
SELM,700,1389,709,709,1117,1422,1844,689,1232,956,1661,1353
C19orf44,240,289,292,248,311,231,399,261,332,328,527,430
TRAIP,136,111,190,130,155,132,148,98,186,125,205,203
LENG8,5668,4300,8138,8069,11647,4061,5762,5079,6064,7270,16278,7346
ORC4,3127,2884,2884,2558,2605,2852,3357,2640,3956,2620,3287,3991
HSBP1,7142,3279,6047,4030,4214,6061,3190,6329,7554,5199,2157,8096
GLCCI1,4100,5232,4657,5237,5978,4207,8980,4106,6238,4843,5480,4513
MIR194-1,1,3,0,0,0,0,5,1,1,0,2,3
ERP29,25121,25400,23882,20681,17706,29812,25794,22066,32375,24638,20645,31246
MIR3714,0,0,0,0,0,0,0,0,0,0,0,0
LMO4,3480,2223,3698,2396,2702,3487,2580,3323,4373,2759,1614,4430
ANO4,0,0,1,0,0,0,0,0,0,0,0,0
TPP1,51872,25705,53929,42399,34048,42951,34055,54905,49590,51697,15778,53893
LOC100288181,9,2,15,5,19,6,4,9,7,10,20,8
NDUFA9,4378,3911,3991,3435,3499,4686,3920,4005,5197,3661,3231,5373
LOC731275,45,37,42,62,24,31,14,20,12,54,29,22
ZNF514,625,454,995,886,511,658,971,683,756,843,1554,657
SLMO1,33,33,37,16,29,40,31,38,44,44,25,29
DEFB104A,0,0,0,0,0,0,0,0,0,0,0,0
SPARC,11869,34162,4542,3241,11402,5604,4306,19588,10258,5774,2264,12219
CAST,41526,26640,37307,47375,31872,33490,28179,42928,47703,43704,18756,53201
ZNF521,89,26,151,59,112,186,68,127,127,142,81,60
MANEAL,369,679,285,298,290,266,391,172,358,171,182,381
LOC285547,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9-AS2,0,0,0,0,0,0,0,0,0,0,0,0
MIR3648,693,326,788,6297,3109,557,1949,622,394,1229,2727,482
TAF1,5451,4418,5900,5972,6344,4554,5144,4512,6393,5144,7811,6911
MYB,722,319,1148,591,604,777,572,651,1226,945,1145,703
GSX2,1,0,0,0,0,0,1,1,1,3,0,0
SPTSSB,256,191,78,41,130,265,330,123,195,46,31,439
NSUN5,1563,1599,1478,1091,1277,1396,1430,1125,1938,1208,1788,2201
KIAA1586,648,663,697,626,686,535,786,574,822,533,720,897
LOC731223,73,22,242,164,129,34,32,324,59,280,53,75
TMEM107,1225,1430,1329,1257,1100,1252,1476,1213,1422,1103,828,1286
ATP6V0D2,1,0,0,0,0,0,0,0,3,0,0,0
FLJ22447,24,45,39,54,80,43,64,32,32,27,60,45
PTPN2,4790,3788,5146,4481,3732,4410,4811,4883,6004,4407,3840,5363
ZNF503,773,257,1342,652,949,1060,451,1825,1302,1549,311,1251
MIR4533,0,0,0,0,0,0,0,0,0,0,0,0
C20orf166,0,0,0,0,0,0,0,0,0,0,0,0
FBXO25,2077,2220,1910,1798,2136,2612,2345,1917,2799,1771,1888,2691
SNX10,12838,4540,10548,8098,7055,9823,5143,11200,12834,8168,3413,13315
IPMK,5032,1734,5653,3407,3574,2644,2681,6845,4114,6681,2232,4841
C17orf90,994,1228,828,777,691,1268,809,688,1424,705,713,2066
LOC283480,0,0,0,1,0,1,1,1,0,0,2,0
MSRA,2139,1337,2469,1873,1673,2434,1928,2314,2792,2351,1397,2544
RASL12,0,0,0,0,2,1,2,3,0,0,1,0
SSR1,26141,19389,27278,21647,20118,26793,22678,24038,33850,24599,13564,31821
DNM1P46,42,64,64,41,45,78,54,16,91,43,109,80
TRPM2,4026,1481,4966,3648,2297,2525,1625,4515,3858,3411,1678,4645
MIR1287,0,1,0,2,1,1,0,0,0,1,0,0
PMPCB,5850,5480,5817,4856,5694,5734,5503,4423,7551,4866,7335,8291
KCNG1,120,154,86,98,87,106,41,99,203,117,282,175
PDP2,482,536,539,559,747,471,767,459,626,443,916,689
LOC728739,154,193,158,129,136,262,173,118,238,150,141,260
NCRNA00230B,0,0,0,0,0,0,0,0,0,0,0,0
SAR1A,8303,5255,9109,6522,12463,7372,7586,8198,8094,7629,9525,7283
EPB41L5,638,528,611,760,823,717,877,561,917,710,1171,652
BCCIP,3638,2785,3647,2686,3160,3267,3351,3329,4278,3433,3280,4058
GRM4,0,5,1,3,2,5,9,2,3,2,5,9
MIR3941,0,0,0,0,0,1,1,0,0,2,3,0
PA2G4,6341,7231,6634,5231,5554,7281,7114,5863,8314,5976,6001,8326
C8orf74,0,0,0,1,0,0,0,0,0,0,0,0
SLC35B3,1843,1478,1734,1287,1043,1511,1524,1705,2080,1549,1254,2220
ZFP14,555,704,555,599,552,486,851,395,850,470,927,874
ZNF217,9899,7350,10765,11824,16327,9125,11339,9523,12106,11430,13483,12303
KIAA1549,54,17,57,19,52,42,33,50,55,68,24,21
GGT5,96,2,8,18,22,21,6,47,24,27,5,22
SPTY2D1,9423,3620,12668,7679,19143,6982,10834,20024,5964,18671,14257,5426
NUP210L,59,22,93,145,99,25,62,85,12,40,155,29
ABCA11P,287,353,304,333,309,422,391,296,445,313,616,522
TMEM98,18,1,14,12,13,6,10,1,38,0,10,5
FCRL5,1397,463,614,727,1392,383,484,584,2024,926,1424,1472
OR2M4,0,0,0,0,0,0,0,0,0,2,0,0
FAM92A3,2,0,3,1,0,3,0,0,0,1,0,3
GMPR2,7587,6723,7479,6568,5127,8392,6947,6831,10208,6626,4632,10779
DPPA4,76,30,118,75,112,147,87,119,168,114,157,78
SCML1,433,168,963,415,1332,175,254,441,249,808,2296,340
RPS12,51684,86303,53126,55365,60001,94125,94523,56153,72962,69309,99135,68395
EXD3,328,364,405,459,559,518,437,374,492,335,837,544
CREB1,10982,7621,9862,9807,9067,10084,10925,8585,13839,9680,11873,13285
GGTLC2,0,0,1,1,0,0,0,0,0,2,0,0
DNAH10,160,123,187,190,212,129,168,179,134,149,145,378
TBC1D24,1075,1041,1025,1082,1012,1129,1239,1023,1428,1095,939,1370
LOC100128176,11,3,4,13,11,3,10,3,4,6,6,3
NNT,11532,10417,9670,9094,8224,9983,8750,7919,13642,9530,7430,13337
C2orf89,2985,4289,4250,3668,4892,7051,4620,2227,7087,6076,14948,7796
C14orf49,4230,2345,6103,5662,6648,4041,2576,3854,3943,5151,7066,4591
SEL1L3,10880,16075,10961,10154,15063,14303,15477,10247,20472,9991,13362,15160
TMED7,9237,5853,8725,6558,8133,9795,6660,8928,12301,8597,5000,11352
RCN2,2812,4484,4549,3171,3644,4442,4970,2817,5184,2935,3818,4615
TTTY15,0,1475,1518,0,3396,2885,2,0,0,0,1,1654
LOC152225,245,26,220,107,149,283,62,154,343,153,43,230
CIITA,16633,3530,18181,15136,12415,9579,7377,14962,15147,13564,13037,13938
QRFP,9,3,21,16,15,9,9,21,19,18,3,12
HSPH1,8920,5219,15345,5778,20309,3470,9585,10316,7076,13966,18358,6676
LOC728407,13,8,29,9,14,8,7,12,24,19,18,7
PRPF38A,4670,4005,4997,4031,4798,4354,4634,4219,5850,4506,4207,5575
FSTL1,692,615,149,174,277,190,205,195,453,170,73,543
GSG2,56,59,88,43,94,107,42,54,113,52,42,109
TST,1281,718,1252,793,624,965,755,1354,1933,1204,265,1747
C17orf69,146,220,125,260,138,160,372,89,204,149,372,300
SLC24A2,1,3,2,1,1,0,0,0,0,3,5,0
MIR4752,0,0,0,0,0,0,0,0,0,0,0,0
CCDC101,1929,1810,1698,2055,2220,1521,2093,1624,2272,1937,3301,2232
RNF10,20138,15617,24089,18586,24013,18705,20086,31386,24111,19062,21962,24187
KRT6C,0,0,0,0,0,0,0,0,0,0,0,0
HLA-F,38700,38440,24495,31946,33078,43336,41486,22096,34787,33526,32705,46263
ASB17,0,0,0,0,0,0,0,0,0,0,0,0
C6orf145,207,162,229,105,258,95,143,365,329,247,98,243
ARHGAP33,635,368,1177,1069,1212,730,1017,738,789,957,1698,935
GYS2,3,6,13,16,23,6,9,2,6,9,46,12
PAK2,25607,15756,26048,21144,21392,22483,21134,25773,28141,25503,16783,28161
GPR174,1392,1361,1153,2070,2318,1507,2379,825,2016,1233,2152,1678
PRKAA1,7814,8266,7624,7040,8185,7844,9253,7178,10002,6726,9248,11250
ATXN10,8735,7333,8733,7327,7508,10397,8578,8194,11940,8147,7041,11272
MIR664,1,1,1,0,1,0,0,0,2,1,0,1
CCNH,3045,2168,4053,2940,4770,2531,3446,3909,3015,4000,3707,3045
EFNA1,32,74,66,49,81,36,81,33,75,127,193,60
USP6,21,9,20,16,20,28,32,19,41,14,29,30
NETO2,1134,521,1397,889,828,617,489,949,1434,1256,269,1246
GPR75,99,71,196,131,253,57,90,168,110,241,168,134
PRRC2A,37854,32010,43794,40107,45967,42326,38735,36103,46406,42168,39522,50079
TMEM132B,13,1,20,6,7,19,5,24,17,20,2,14
NUP133,4340,2910,4621,3983,5231,3114,4383,3989,4603,3997,6013,4872
ST6GALNAC5,2,0,1,0,3,0,2,2,1,0,3,1
LCE3A,0,0,0,0,0,0,0,0,0,0,0,0
C11orf24,2151,1263,1728,1199,1271,1517,1534,1598,2313,1763,1228,2377
TMEM106C,1581,2813,1465,1243,1451,2168,2326,1036,2353,1194,1726,2054
HDHD2,3316,3280,2870,2447,1982,2979,3668,2656,4645,2514,1821,4404
CTDSP2,38578,31761,41367,36843,36291,42804,41381,37199,57520,40305,30819,52986
ARL5B,4451,736,4823,3156,5078,1681,2277,3724,1349,4896,3767,1326
CFHR1,0,0,0,0,0,0,0,1,0,0,0,0
UNC93A,0,0,0,0,0,0,0,0,0,0,0,0
PRUNE2,376,77,553,187,399,93,142,632,708,423,124,195
DNAJC8,6247,7147,5752,4634,4944,7315,6599,5259,8698,4969,4074,8456
MIR3960,17,15,55,40,71,27,54,23,50,36,48,46
DSCR6,0,0,0,0,0,0,0,0,0,0,0,1
SNORD10,328,159,510,755,673,191,411,281,146,342,1083,263
IL17D,29,32,16,21,36,38,22,12,37,15,37,30
P4HA3,2,0,3,0,1,1,2,6,5,2,0,1
TUSC5,15,25,11,12,17,37,16,17,21,11,15,15
RAB39B,1020,1778,1129,890,1309,1279,1537,936,1494,923,1479,1370
C2orf28,7093,7179,6312,6045,5395,9005,7122,6759,9081,5967,5448,10163
OR4K1,0,0,0,0,0,0,0,0,0,0,0,0
MIR4717,0,0,0,0,0,0,0,0,0,0,0,0
PLTP,338,188,222,180,217,244,119,350,310,229,91,290
NIPAL3,5930,6048,5793,5949,5981,6421,8239,4334,8284,6802,9898,7986
AIFM3,852,184,1139,862,695,609,472,1093,1145,467,312,956
PDGFC,1467,315,1700,1111,828,1006,329,1759,1436,1198,311,1667
ZNF461,462,365,622,684,813,403,740,472,545,501,1209,503
TRDMT1,967,707,992,923,1106,749,1200,1035,1269,1034,1097,1273
SLC41A1,2249,3302,2236,2693,4383,2919,4104,2189,3630,2534,4645,3105
MIR1262,0,0,0,3,0,0,0,0,0,0,0,0
FAM58BP,19,23,11,6,5,9,16,22,24,13,7,30
EP400NL,509,520,581,402,582,418,682,518,747,556,1033,706
GJA9-MYCBP,2869,2556,2411,2025,1778,2568,2475,2381,3689,2135,1049,3406
C7orf53,153,114,295,128,516,53,186,258,73,262,269,60
LOC401431,115,186,141,163,91,216,173,69,316,167,472,260
HIF3A,0,0,1,0,2,1,0,1,0,0,0,0
COPS5,4982,5089,4462,4018,2815,4916,5198,4286,7055,4134,3358,7317
TSGA10IP,54,11,66,47,21,45,15,35,37,25,7,65
SYT10,0,0,0,0,0,0,0,0,0,1,0,0
PCSK1,5,3,4,9,8,9,4,5,1,4,3,5
FAM102B,4602,2336,6812,4494,6533,3500,3186,6026,5628,6633,2999,4855
MIR203,0,0,0,0,0,0,0,0,0,0,0,0
SYCP1,1,0,0,0,0,0,0,0,0,0,0,0
LOC100506085,0,0,0,0,0,0,0,0,0,0,0,0
NUDT16L1,3918,4342,3652,3097,3740,5437,4603,3622,5144,3851,4404,5879
UHRF1BP1,4447,1982,6772,4390,7458,4641,3242,6474,6387,6915,4253,6824
KIF21B,16364,19256,19686,22783,31338,17362,25249,14830,21468,19752,30095,20546
EHD4,7416,4107,7527,6253,5199,7420,4716,7733,7416,9046,3368,8149
RNASET2,26956,13382,29098,22462,21196,26422,20625,28579,29283,26272,13299,32283
RBFOX3,34,34,60,46,285,16,28,47,43,52,128,153
ERLEC1,4654,5738,4478,4029,4345,5903,5827,3636,7766,3644,3654,7390
MDM2,11795,6608,12298,10172,15236,7997,8722,12209,10824,10590,10449,10352
ARHGEF25,71,84,43,85,108,152,134,76,132,77,109,83
MIR3194,1,3,0,3,0,0,0,0,0,0,0,1
MKS1,712,740,648,634,526,737,951,593,1020,643,942,1140
OR6C6,0,0,0,0,0,0,0,0,0,0,0,0
SEPHS1,2111,2171,2395,1881,2255,2810,2512,2240,2963,2013,2318,3151
PCYT1B,120,214,105,49,168,117,60,605,124,98,46,75
C11orf35,261,141,321,359,382,332,234,276,352,285,907,346
MORC1,16,7,5,1,4,4,3,7,3,3,0,2
MAP3K6,975,603,1199,1144,815,773,649,1133,934,1220,743,1491
UGT1A9,0,0,0,0,0,0,0,0,0,0,0,0
CAND2,207,271,163,210,262,395,356,102,372,314,763,211
LOC440600,60,53,52,41,50,68,58,54,71,63,64,79
SNORA11E,0,0,0,0,0,0,0,0,0,0,0,0
NXF2,0,0,0,0,0,0,0,0,0,0,0,0
TMCC2,505,780,331,392,708,426,1174,1832,731,448,618,482
BCORP1,0,607,685,0,621,599,0,0,0,0,0,614
MYO3B,78,172,91,305,195,43,70,55,36,54,25,53
SEPT2,30869,22791,27507,21457,22160,25777,21852,33513,35458,25893,13855,37008
GOLGA2P3Y,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1274,279,84,349,231,343,332,187,426,438,361,165,355
LOC100130417,0,0,0,0,0,0,0,0,1,0,0,0
C2orf76,443,432,304,327,238,401,425,344,552,304,217,457
YWHAG,15348,5788,15113,7695,10412,7865,6982,12703,11594,13643,5828,14784
SYCE2,77,44,62,81,167,63,60,56,74,71,223,76
TTLL9,0,0,6,3,9,2,1,4,1,5,1,1
MRC1,87,8,78,30,26,20,19,61,87,62,7,77
TSC22D2,6638,3515,9824,6967,12673,5829,6565,15974,5176,16157,7938,5915
CCDC59,2913,1927,3674,3024,4689,3878,3290,3560,3517,3548,5086,3083
STK35,2697,2064,3935,3368,4893,2315,2953,3021,2395,4014,5552,2743
GLT8D2,27,25,32,14,35,28,22,25,37,37,21,27
MIR4424,0,0,0,0,0,0,0,0,0,0,0,0
CD300LD,14,1,14,9,11,9,3,6,13,18,4,11
RNF25,1530,1554,1231,1002,1385,1379,1534,1058,1872,963,1273,2303
LGALS7,0,0,1,0,0,0,0,2,0,0,0,0
TRIB1,15165,2650,31218,15844,22598,6796,6104,40760,11286,29753,5528,12162
SLIT1,160,45,264,197,152,156,173,199,151,172,83,226
CCNE2,189,159,306,221,359,207,207,203,298,192,316,239
TTN,3122,1431,3020,6243,3553,1698,2240,2021,2594,4137,6358,2419
MRPL34,2823,3507,2090,2548,2093,3699,3148,2208,4351,2355,1746,5274
SNRPA1,599,518,766,811,1084,640,632,620,682,617,1603,714
ALG9,1107,773,1545,1062,2061,797,1291,1302,1066,1466,2102,1105
ARL16,802,817,853,586,906,1149,921,832,889,763,618,1305
C17orf110,24,11,42,18,26,18,15,37,17,26,18,28
NFE2L2,14213,4067,18847,8214,21017,7050,9073,22815,8955,22291,10426,9520
ZNRF1,1022,526,915,853,642,865,725,1078,1159,966,481,1167
YY1,12695,11712,15028,13612,15149,16590,14418,13821,17536,13536,13211,16521
SOCS7,3136,2775,4072,4005,5397,3857,4163,3146,3803,3803,4297,3499
MIR3197,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD62P1-PARP4P3,0,4,6,0,1,4,4,1,7,1,3,9
TMEM220,390,389,510,389,500,681,378,421,609,472,759,819
NRADDP,23,50,38,38,54,20,35,15,29,33,34,40
FAM83G,617,1240,497,691,745,673,982,619,1170,837,564,1156
LOC441177,0,0,0,0,0,0,0,0,0,0,0,0
LOC348120,0,0,0,0,0,0,0,0,0,0,0,0
LOC100130386,0,0,0,0,0,0,0,0,0,0,0,0
PADI4,2968,2423,5823,2621,844,2199,1535,3866,6939,4098,1182,3353
MIR4690,5,6,5,5,16,1,7,1,0,7,9,3
RABL2A,304,274,304,291,341,578,341,294,445,265,521,432
LOC283738,0,0,0,0,0,0,0,0,0,0,0,0
FILIP1L,307,43,405,131,622,62,92,701,159,629,129,113
MMP9,154,29,298,227,505,57,97,561,207,355,315,197
LOC728084,9,2,7,8,4,2,7,10,13,4,3,14
DIMT1L,2960,3525,2519,2352,2453,3109,3565,2280,4142,2542,2929,3899
GOLGA8B,288,317,664,574,1223,236,480,219,386,344,2703,480
SNORD70,1,5,4,8,11,3,3,3,5,2,14,1
KDM1A,5853,4828,6170,4897,6226,5361,5235,5232,7448,5493,6575,7286
LOC286359,0,0,1,0,0,0,0,0,2,1,0,0
SMG9,3110,1753,2876,2179,1952,1876,2587,2251,2526,2476,2310,3035
MIR758,0,0,0,0,0,0,0,0,0,0,0,0
FAM106A,0,2,16,4,0,2,6,2,1,7,2,16
NCRNA00287,501,422,513,634,657,395,571,404,596,433,1188,659
GNG4,5,0,8,2,2,1,3,15,0,8,2,4
PSMA5,7963,7149,6401,4799,4888,6335,6118,5696,9509,5697,4095,9323
LOC284837,3799,575,2629,2209,1047,1862,1135,1962,2430,2172,565,3613
PLLP,83,64,86,53,25,72,57,34,91,70,164,175
MIR125A,0,0,0,0,1,0,0,0,0,0,0,0
MIR4322,1,0,0,0,1,1,0,0,1,0,1,0
TIFAB,138,18,93,76,54,61,48,92,92,107,10,130
CYHR1,2973,2915,2888,2481,2063,2861,3081,2445,3724,2815,2141,3734
DICER1,12806,5394,12109,11083,12565,7971,7844,10475,11380,10938,10942,13520
RHOXF2,0,0,0,0,1,0,1,0,0,0,0,0
MIR320D1,1,0,0,1,1,0,1,0,0,1,0,0
C7orf59,10415,8753,9511,7699,7219,12303,8961,10259,11911,8985,6674,13396
OR2T4,0,0,0,0,0,0,0,0,0,0,0,0
C19orf33,0,0,0,0,0,0,0,0,0,0,0,0
GLRB,0,0,0,0,0,0,0,1,1,5,0,0
PPP6C,11642,10638,10450,8997,9718,11105,11227,10932,16202,10444,8006,14864
LOC200772,303,221,540,245,510,376,128,249,319,254,364,275
OR11L1,0,0,0,0,0,0,0,0,0,0,0,0
PBOV1,0,0,0,0,0,0,0,0,0,0,0,0
CNTRL,9067,5879,12629,11428,11220,7138,8354,6317,12942,8735,20085,14693
PGBD2,776,888,699,756,462,574,844,535,1242,550,627,1408
HIF1AN,5398,6850,5270,5208,5411,5484,6026,3664,7498,4370,5420,7435
CTSZ,61787,16754,61215,38834,29863,48408,27141,55917,63366,56821,13994,66507
MATL2963,337,410,498,782,647,309,282,324,450,456,913,439
SPNS3,760,968,1170,941,851,1534,1020,1551,1348,1366,594,1436
OR13C8,0,0,0,0,0,0,0,0,0,0,0,0
STYXL1,2122,1573,1687,1412,960,1937,1614,1752,2459,1570,853,2470
TFF3,1,0,2,1,0,1,0,0,2,2,1,4
NET1,1707,1103,2371,1156,2258,2741,1139,1996,1601,2591,3205,1672
PCDHGA5,11,9,8,26,7,11,15,3,6,5,20,15
NOP2,3397,2674,4547,3194,5261,2640,3311,2891,3439,3587,5880,4114
TMEM38A,437,136,254,200,145,196,149,400,532,320,171,317
LOC100507043,5,3,13,2,15,2,2,25,15,2,50,9
TSHZ2,1020,1215,1561,1486,3032,2050,1262,1006,1507,2153,5638,3824
HECTD2,141,209,161,247,217,163,242,97,215,148,241,144
MOGAT2,0,0,0,0,0,0,0,0,0,0,0,0
AIM2,1030,850,475,359,230,332,602,259,911,267,146,693
CCDC144C,6,6,16,15,14,2,10,16,3,16,11,6
CAV3,0,0,0,0,0,0,0,0,0,0,0,0
MIR448,0,0,0,0,0,0,0,0,0,0,0,0
PRNT,0,0,0,0,0,0,0,0,0,0,0,0
NLRP6,344,393,427,624,990,497,741,636,361,473,1380,672
CYP7B1,14,8,15,7,6,14,8,10,12,5,9,15
C14orf162,0,0,2,0,1,0,0,2,0,2,1,0
IDS,35794,38955,39674,41543,57233,44697,53217,40670,44273,44359,33754,42072
LPAR6,6007,6589,3886,5033,3325,4894,3827,3608,8993,3298,2636,8956
LOC653653,3017,954,3658,1926,1345,2111,1335,2837,3474,2677,688,3741
L1TD1,214,19,46,170,55,219,43,78,86,85,18,176
PNMA6C,0,0,1,2,0,2,4,1,0,0,1,1
SPDYE5,13,9,13,26,39,9,16,13,21,6,40,20
PRNP,15778,15088,18197,16132,18525,22201,18608,21489,24334,21848,12491,19141
CCDC60,0,0,0,1,1,0,0,0,0,3,0,0
TBC1D10A,5348,5349,5344,5147,5437,5736,6444,4090,5973,4118,6340,7907
LRRC3,150,131,145,154,136,134,99,140,172,156,127,240
INTS7,1851,1456,2068,1681,1515,1182,1636,1604,1942,1606,1570,2672
UBE2E2,2401,644,2248,1352,1542,1703,1085,2152,2445,2020,1040,2482
HHIPL1,6,8,3,5,12,2,6,34,6,4,6,8
VTI1B,3151,2663,2560,2510,2586,2788,2564,2650,3117,2546,1714,3121
ZNF354C,437,313,476,660,764,398,583,345,482,542,1288,538
ZFP36L1,40656,16073,55660,43927,48192,26913,35523,57145,41035,53350,38318,39818
CATSPER4,1,0,0,2,0,0,0,0,0,1,0,0
PLA2G2A,0,0,0,0,0,1,0,0,0,0,0,0
HDAC5,11371,7916,13495,9846,9895,10444,11036,10007,14982,11683,10346,13631
MIR4307,0,0,0,0,0,0,0,0,0,0,0,0
HEPH,12,6,3,3,3,3,4,5,7,3,3,6
CSH1,0,0,0,0,0,0,0,0,0,0,0,0
YTHDF1,6848,5655,7917,5883,8546,7046,6705,7466,8355,7827,6848,8331
KATNB1,3137,2765,3093,2634,3339,3300,3292,3175,3727,2830,3082,4062
BCL11A,2522,1130,2093,1660,1529,1373,1711,2311,2751,1840,2502,2235
NRBF2,2300,1134,3130,1153,3389,1510,1572,2919,1842,3068,2066,2166
RPL23P8,6635,8390,6014,5525,5176,10937,9224,6910,7877,7601,7940,8027
LOC503519,0,0,0,0,0,0,0,0,0,0,0,0
IMPG2,51,47,104,107,114,91,72,68,128,102,185,84
DISP1,423,380,428,636,557,398,675,341,442,377,593,493
LRRCC1,782,775,995,741,613,1026,812,443,940,653,857,1349
FOXRED2,556,210,705,1196,438,1159,361,410,594,753,323,1544
OR52B6,3,1,1,8,3,2,3,2,2,1,4,1
FAM90A1,22,11,33,70,34,16,11,51,68,16,12,96
MGC2752,3763,2537,4445,3166,3890,3278,3279,5515,4475,5022,2584,4251
XKR4,0,0,0,0,0,0,0,0,0,0,0,0
C16orf70,2979,1200,4143,3052,3131,1864,1822,3286,2336,2332,2251,2859
NEURL,2326,411,2375,1231,2264,3279,943,2069,1758,1852,774,2627
PDCD11,5485,4015,5500,4946,4931,4637,5354,3757,5851,4621,6775,7061
SERGEF,1971,2381,1751,1768,1752,2468,2800,1792,2788,1891,2239,2840
CSF2,4,1,5,2,2,3,2,7,1,4,6,0
SEPT8,1189,1884,1064,1305,1635,1209,2137,973,1479,906,1265,1461
RARB,31,35,37,37,40,29,39,16,43,34,39,41
LOC100526771,1,1,3,4,5,2,3,2,2,0,1,0
FGD2,21725,5293,18137,14885,10317,17267,7018,17047,20967,16235,6919,25103
OR4K5,0,0,0,0,0,0,0,0,0,0,0,0
CES1,4663,320,4502,3342,2160,2167,311,2842,4761,2616,786,7540
MIR155HG,65,152,93,126,126,93,176,107,191,109,135,115
CTPS2,799,640,876,664,753,653,677,775,1001,867,993,995
MYH15,13,1,28,6,12,9,7,7,20,11,16,17
SCARNA5,31,20,12,150,41,14,20,15,9,28,31,13
UBXN11,4530,2435,6068,4073,3978,3078,2602,4697,5572,4630,4119,6505
ZNRD1-AS1,96,100,96,112,79,89,126,56,116,80,155,123
ZGLP1,285,158,198,150,177,178,164,240,269,198,244,298
KCNQ2,1,6,2,1,2,4,5,5,8,0,0,14
MTERFD1,754,777,651,588,576,588,888,510,940,445,886,1231
GSC2,0,0,0,0,0,0,0,0,0,0,1,0
MCM6,2526,3543,2998,1956,4147,2435,2896,2352,3538,2463,3881,3253
C12orf70,3,2,4,0,1,0,1,1,1,6,0,4
SUV420H2,942,476,1541,1096,2279,541,887,1390,820,1330,1899,1136
CHFR,8509,6233,9966,7409,8455,8788,6966,8852,10430,8516,7766,11513
PPME1,1496,1306,1410,1040,1494,921,1458,1537,1362,1500,1409,1666
SRA1,4570,2863,6238,3624,4451,3252,3318,5141,4524,4160,3080,5141
CCDC146,506,625,742,611,1021,470,669,398,941,567,1282,847
HIST3H2BB,20,8,18,15,23,32,18,20,31,30,48,25
KAZALD1,8,10,15,13,14,7,11,23,16,12,4,11
TEKT5,6,2,7,7,3,5,2,8,5,5,6,5
HLA-DMA,21975,5685,18542,15381,15075,14825,12183,22733,23791,17999,8829,19974
RANBP3,6573,5509,6993,5334,7713,5579,6381,5683,6947,6479,7817,7837
RLIM,12105,6252,14716,10834,19792,9100,11333,14770,10309,16165,16518,9524
LPPR2,5544,1543,6034,4219,3246,4409,2640,6359,6437,5740,1626,6578
SFPQ,33441,16841,47837,30318,60044,24831,31269,48086,24823,50169,48387,25383
PRKCI,1920,2341,2065,1600,1711,1823,2090,1748,2682,1963,1870,2624
SNORA74A,4,2,3,7,4,0,2,6,0,4,4,1
LOC100131234,14,7,17,32,19,14,7,29,10,16,15,13
KLHDC2,2548,3543,2986,2908,4132,2768,3275,2023,4540,2137,5702,4572
CCDC106,320,376,551,282,411,454,333,682,698,405,614,651
LILRB1,16578,3960,11538,7306,7933,11499,4178,10537,14089,9538,2931,13142
