GENE_SYMBOL,ES740463,ES740496,ES740562,ES740637,ES740640,ES740691,ES740706,ES740712,ES740724,ES740772,ES740790,ES740871
ATG2A,6699,5651,9415,6978,14813,5430,6935,7521,6595,8556,8424,7734
MIR585,0,0,0,0,0,0,0,0,0,0,0,0
CKMT1A,2,0,0,0,0,0,0,0,0,1,0,0
LOC100505768,0,0,0,2,2,0,1,0,1,1,0,0
DYNLL2,10381,10518,10636,9950,14574,13743,14259,10865,12885,10866,11007,11598
FAM19A3,0,0,1,0,2,2,0,1,1,0,0,1
HNF4G,0,0,0,0,1,0,1,0,0,0,0,0
C18orf54,158,214,162,193,132,155,218,154,259,143,159,249
C20orf201,24,23,34,31,51,112,27,17,26,36,15,39
RASD1,719,115,1512,659,1601,373,1016,1658,502,1349,1256,583
RYBP,9806,5700,8542,5958,12651,7282,8100,12192,9341,11666,6362,10511
OPN1SW,0,0,5,80,1,2,1,0,1,0,4,1
FAM7A3,5,0,10,3,2,1,0,5,7,3,3,0
SETX,39436,22021,37928,38133,33269,28507,33341,34039,37232,34201,34312,39889
BDKRB2,0,2,7,1,8,7,4,17,3,8,1,10
ATP6V0E1,15888,15813,13713,11788,9569,14374,15853,12673,20514,12187,6612,20901
LOC728606,0,3,1,2,1,4,1,0,1,1,0,0
NDUFB2,4994,5286,4398,3914,3663,6269,5467,4323,6217,4287,3055,6530
ADAM15,10737,4613,16425,9001,7996,11411,5236,12292,12517,11365,3901,14135
NTN4,95,205,37,63,81,136,960,68,104,87,164,194
S100A11,26850,11784,23004,14663,14013,14559,13164,22912,24338,21413,4803,28165
C4orf26,3,1,3,5,2,1,6,1,3,3,7,2
HTR3B,11,1,1,3,1,1,0,3,8,7,1,9
SNORA23,1,1,6,10,15,6,2,7,6,18,14,0
MIR3193,1,0,0,2,0,0,1,1,2,0,0,0
TAS2R31,14,10,13,28,10,6,10,7,10,16,11,6
EVX1,0,0,8,1,11,0,0,1,0,3,13,0
RC3H2,5902,3936,6093,6179,8419,5369,5644,5295,5219,5941,6423,5627
KLK14,11,7,5,8,12,10,2,2,11,4,31,8
LRRC55,0,0,0,0,0,0,0,0,0,0,0,0
BPGM,2075,1866,2245,2038,3092,3332,2523,5803,3592,2775,2098,2942
ARPC4,36897,27767,32095,24269,21852,37063,28598,32661,38693,28655,14846,40580
SCML2,149,111,229,90,147,126,112,152,152,176,191,156
ANKRD53,18,19,50,31,60,19,28,48,27,39,20,30
KRTAP5-3,0,0,0,1,0,0,0,0,0,0,0,0
DEFB121,0,0,0,0,0,0,0,0,0,0,0,0
MIR4665,0,0,0,0,0,0,0,0,0,0,0,0
SFXN2,325,281,459,260,336,420,420,316,533,461,816,615
TMEM126A,1404,1316,1241,1038,1136,1408,1598,1302,1634,1182,1210,1627
SLC39A11,3508,1693,2963,2396,2492,3205,2068,3532,3298,3132,1228,3721
MACF1,48355,33154,49455,73205,76504,33541,48992,40356,44393,48195,55078,57702
C19orf40,186,127,144,111,125,122,159,138,166,97,113,151
IL17C,33,29,37,33,63,25,49,39,51,47,29,28
KRT8P41,0,0,1,2,0,0,0,6,0,2,0,1
TSPO2,19,32,23,42,59,13,26,48,11,23,29,22
MSL2,12143,10626,14716,14982,22168,15948,15475,23849,16076,24675,17488,14178
OR6C2,1,0,0,1,0,1,0,0,0,0,0,0
SCRT2,0,2,1,0,1,0,1,0,0,1,0,2
MIR4696,0,0,0,0,0,0,0,0,0,0,0,0
SLC35A3,1503,1231,1654,1472,1440,1451,1522,1461,1861,1575,1772,1735
GMEB2,4412,3880,5783,4418,9102,4524,5281,5430,5187,6475,7782,5293
C11orf34,16,7,19,28,27,3,9,17,5,18,16,4
PLXND1,21271,10163,25411,25964,18125,18379,20656,29934,25798,26078,8244,24279
ZNF121,965,616,1139,1357,1375,1068,1136,574,1280,673,2203,951
ENTPD2,5,3,0,4,5,6,5,6,6,4,3,0
TTC9,2948,4964,2440,2673,3479,4903,4408,3487,5729,3120,4170,5438
FMN1,2411,454,2681,5559,545,487,261,2792,866,771,9650,727
SNORD50B,93,44,169,185,200,42,121,59,55,82,432,68
SNORD115-13,0,0,0,0,0,0,0,0,0,0,0,0
MAGEH1,1225,1489,1137,777,1113,1383,1085,1046,1863,1515,1495,2293
RDH10,717,724,920,795,963,751,952,829,1041,768,633,1025
EIF2B3,1673,1258,1528,1095,1128,1346,1272,1236,1897,1249,1457,2096
TBX21,8584,15222,7573,11126,11002,10511,14493,5090,10355,4416,4443,12059
MUSTN1,61,46,112,154,136,47,67,51,66,53,190,72
LOC100271831,0,0,0,0,0,0,0,0,0,0,0,0
WDR33,8209,5923,10100,8924,14456,7095,9675,9432,7052,10439,16292,7989
RGS14,11590,11576,12405,10465,8224,10102,12081,10069,15456,10181,11064,18309
LOC728855,34,64,22,27,40,37,70,9,40,14,34,35
ZNF300P1,2,0,1,1,2,1,0,1,5,0,0,0
DENND4C,7638,8156,7465,8473,9013,5758,10096,6489,8251,6994,9054,9590
OR1L1,0,0,0,0,0,0,0,0,0,0,0,0
ACSS3,6,0,3,1,0,0,0,0,3,4,1,1
GSTA2,2,0,0,0,0,0,0,0,2,0,0,0
CUL9,4761,4022,6409,5905,8045,4610,5153,4262,5923,6102,12173,6795
C22orf43,13,11,22,19,34,0,16,9,10,22,51,15
LPCAT4,2418,2665,3032,2681,3209,2748,3523,2363,3579,2741,3601,3386
B4GALNT2,0,0,0,0,0,0,0,0,0,0,1,0
CXorf38,9073,5591,6152,6975,5561,7107,6221,6510,11107,6197,6221,10007
NUDCD1,1775,1654,1374,1210,950,1579,1751,1106,2310,1290,1233,2307
C22orf46,1545,1654,1582,1301,1525,1612,2012,1056,1952,1348,2234,2026
GOLGA4,9918,6166,15006,14674,21214,7523,11767,9807,9821,11992,20564,9533
FAM149B1,1513,1320,1649,1497,1282,1616,1443,1753,2190,1597,1729,2055
MDH1B,0,4,2,0,2,5,3,3,1,2,7,6
LOC100505964,0,0,0,0,0,0,0,0,0,0,0,0
RLN3,8,9,7,10,11,7,3,11,15,2,9,15
TRIP11,4721,4353,5001,5673,3002,3826,5554,3020,6065,3821,6644,6808
ILF2,10251,7608,11162,8149,11592,10557,8834,9325,11880,9004,12430,11477
HABP2,0,1,1,0,3,0,1,1,1,1,2,1
FAM116B,1415,561,1081,998,847,1278,700,1501,1371,985,600,1303
ATPAF1-AS1,7,5,9,0,18,4,5,7,0,5,2,1
LOC100128822,1453,1069,1426,1133,1034,1367,910,1856,1683,1338,856,2254
E2F5,428,377,310,242,344,293,419,358,733,311,616,536
ERRFI1,607,339,1024,398,1926,246,951,1195,260,1234,1015,250
GOLIM4,1728,526,1917,1188,1124,1124,586,1514,1852,1372,360,2074
MRPS22,2380,1754,2315,1793,2426,2065,2109,2516,2719,2373,2172,2700
PAOX,984,736,753,567,465,676,872,737,1260,658,554,1188
TMEM211,1,2,1,2,0,0,0,1,0,0,0,0
PKD1L3,41,46,56,50,61,29,45,38,56,49,62,53
POLE3,8673,7706,10585,8099,10867,10726,9161,9693,11518,9283,10443,10153
PNMA1,3139,4875,3416,3288,7011,3573,4546,5211,4949,4488,5036,5200
RNASE9,0,0,0,0,0,0,0,0,0,0,0,0
TCTA,5495,4984,5404,4375,4207,8221,5260,5454,6554,5451,4696,7480
DUSP1,355908,91089,333741,328389,245748,238963,291678,332634,325995,265359,296039,462941
IGF2BP3,319,151,114,148,101,58,71,222,244,148,65,221
SNORA16B,3,16,12,16,5,4,11,3,5,11,10,8
ZSCAN16,570,633,617,479,583,613,516,489,629,447,496,795
C22orf41,20,8,14,3,11,2,3,16,7,5,4,16
UTP18,3628,3673,3734,2827,3416,3648,3413,2850,4698,2846,4661,5334
RHEBL1,284,312,287,186,481,307,430,247,346,224,295,350
SLC10A1,125,25,320,299,247,41,84,97,20,183,235,38
KBTBD12,6,32,7,5,13,9,2,4,5,3,4,6
NAALADL2,5,3,4,2,7,7,2,3,4,8,10,6
OLFM2,212,438,142,146,83,212,430,77,330,209,247,435
SNORD12B,40,14,64,89,77,15,22,23,15,29,144,17
TSPYL4,2282,2290,2851,2599,4597,3424,2882,3598,3442,4991,6585,3424
H3F3A,680,621,1239,719,746,620,525,1106,1070,673,694,899
UTP14C,1896,1761,1479,1114,1064,1370,1654,1221,2407,1201,1208,2865
MYH7,1,0,2,0,1,0,0,0,0,0,0,0
BDAG1,4,4,4,2,16,0,0,2,7,4,15,1
LOC100129935,0,0,0,0,0,0,0,0,0,0,0,0
CCDC19,72,40,191,249,286,106,69,180,112,140,321,109
SNORD19,19,3,32,40,58,7,20,6,6,21,130,9
STK10,54807,41182,59685,52333,71201,53591,55413,46796,53786,53276,52550,63724
CTXN1,3,3,5,2,15,3,5,5,4,5,5,4
CSF2RB,16117,3456,15764,11406,9994,9275,5158,17503,15759,16529,2859,17749
SNORD123,0,0,0,0,0,0,0,0,0,0,0,0
TIGD5,1126,1448,866,777,691,1409,1025,678,1653,788,524,1838
PON3,0,0,0,1,0,0,0,0,0,1,2,0
GAK,15619,10781,17324,13305,15756,13836,13085,14400,17013,15969,13364,18045
DNMT3A,4047,2942,4990,4802,5653,5346,4206,2940,5553,4674,10395,5401
B3GALTL,965,1224,1083,1269,1194,1434,1825,908,1566,1097,1155,1320
SLC35B2,3429,3991,3683,3283,4075,4334,3931,3614,4525,3878,2396,4630
IGLON5,4,1,19,6,15,0,4,6,0,16,1,2
LOC100630918,311,293,309,284,272,498,230,321,445,221,282,393
ASPHD1,4,7,7,0,6,3,3,2,4,5,5,3
IRF6,266,235,267,70,239,148,32,210,56,48,117,291
TMEM143,538,609,654,571,534,668,614,524,768,494,900,854
CCDC90A,2501,3286,2650,1918,2786,2894,2686,2564,3562,2365,1663,3370
DBH,48,85,72,95,105,65,85,37,74,66,212,96
NRSN2,124,94,154,132,155,222,156,156,236,128,92,168
TBXA2R,249,306,130,144,297,173,191,323,424,179,438,364
UBE2E1,6841,4966,6260,4793,4519,6042,5111,7006,8552,6098,3674,8348
SOX11,3,0,0,0,0,0,0,1,1,4,0,0
SLC5A3,2842,2485,2949,3906,3280,1800,3205,2355,3149,2855,2801,3256
PHOSPHO2,154,94,164,135,197,167,159,123,176,151,290,202
DEFB104B,0,0,0,0,0,0,0,0,0,0,0,0
TRIM35,4137,6285,3386,3078,2582,3494,4667,2360,4341,2807,3056,6447
APEX2,1969,1722,1565,1150,1170,1608,1656,1255,2362,1276,865,2772
CNTN5,0,0,0,0,0,0,0,0,0,0,0,0
MIR4265,0,0,1,1,1,0,1,0,0,0,0,0
ZNF385C,65,46,127,58,46,43,33,80,63,54,46,47
CD3G,4693,12230,3852,6406,5393,6959,11890,2521,8269,4098,7216,8024
IGSF6,11256,2296,8845,5172,3456,4627,3264,7381,8744,8058,1095,11387
MS4A5,0,0,0,0,0,0,0,0,0,0,0,0
MIR514-1,0,0,0,0,0,0,0,0,0,0,0,0
OR4N4,0,2,0,0,0,0,0,0,0,1,0,0
FLJ42709,0,0,0,0,0,0,0,0,1,0,0,0
MYC,4326,8071,4446,4260,4632,5940,6489,3881,9204,5501,14749,10565
MTRF1,522,490,755,542,738,503,626,411,715,597,1487,742
C9orf170,0,3,0,0,0,1,0,0,0,0,0,0
MAP7,355,160,988,264,169,312,237,390,471,401,127,386
TTBK2,2701,1943,3457,3865,3421,2979,2797,2856,3124,3382,3770,3034
C6orf64,1044,1714,1027,776,893,1338,1285,773,1602,741,967,1521
GNAI3,16458,11226,15606,10787,14246,15066,13359,20288,18054,18272,8912,18865
ZNF763,248,173,251,155,166,175,219,150,276,143,312,387
OR10G7,0,0,0,0,0,0,0,0,0,0,0,0
TM2D2,1718,1676,1496,1096,1342,1777,1270,1236,2364,1142,947,2516
GTF2IRD2B,47,57,77,48,52,62,73,45,96,66,106,87
OR51F2,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP12,3493,2289,4457,4105,6760,2740,4270,3008,3176,3350,5884,2874
OR4A5,0,0,0,0,0,0,0,0,0,0,0,0
OXCT2,14,4,27,2,22,7,10,25,14,15,6,10
ANO7,13,10,17,8,13,7,14,14,18,10,12,18
LOC100130264,0,4,0,0,3,0,0,1,0,1,0,2
DDR1,506,487,530,447,696,462,539,483,782,863,879,815
KGFLP1,0,0,0,2,1,3,0,0,5,0,0,0
TEX13A,0,0,0,0,0,0,0,0,0,0,0,0
CPT1A,10768,10814,15871,10063,16472,8504,8685,10960,5402,12720,9711,15269
TTC3P1,1492,1387,1776,1989,2340,2057,2478,1552,2727,2001,3150,2212
C2orf57,1,0,2,0,18,0,0,2,0,7,3,0
ACTR3C,63,68,69,65,70,59,87,48,63,54,72,78
LMO1,0,1,0,0,3,4,1,0,0,0,1,2
MLF1IP,483,433,711,423,530,762,250,384,576,608,438,397
XAGE1B,0,0,0,0,0,0,0,0,0,0,0,0
ARL15,1197,981,1099,889,1100,854,1136,1245,1454,1089,917,1358
LOC100128264,0,0,0,0,0,0,0,0,0,0,0,0
WFDC3,14,9,13,11,15,17,11,5,12,3,14,12
AMZ2P1,1102,457,1066,1760,1648,858,806,1167,917,880,943,1049
RUSC1-AS1,12,10,21,17,10,12,20,22,8,12,14,19
SNORA45,44,63,75,105,94,41,90,96,42,85,180,50
ARGFXP2,9,17,27,47,36,4,10,7,10,13,46,16
OR10Q1,0,0,0,0,0,0,0,0,0,0,0,0
TPRX1,0,0,0,0,0,0,0,0,0,0,0,0
LOC100129722,0,3,3,10,8,2,1,4,9,2,22,0
PDE6H,5,1,13,12,5,3,2,5,4,10,2,8
FRS2,4864,2584,4522,4216,5658,4235,4874,3840,4709,3829,5061,4092
KIF21A,1250,2621,1218,1840,3023,1108,2778,766,1783,1186,2110,1746
GDPD4,1,0,4,3,2,1,2,5,2,3,0,4
ANXA8,0,0,0,0,0,0,0,0,0,0,0,0
CAPZA1,20185,14477,19721,10125,15523,10858,10877,18435,22589,17362,9127,26202
C19orf73,39,34,39,31,36,49,50,36,47,24,52,68
NCRNA00219,2452,2960,2748,2567,3419,5159,3495,2345,3775,2583,4964,3609
LEMD3,6329,4062,7821,6744,9943,6299,7295,7364,6386,8162,10477,5752
BFSP1,264,472,333,407,183,298,497,142,293,114,114,293
GPR87,0,2,1,2,3,1,1,0,1,3,0,2
LOC100133315,116,83,119,118,134,95,152,100,128,99,224,158
FCGR2A,14130,3477,10371,8885,6369,6667,5108,15479,13125,10672,2846,15820
TRIL,4,1,9,6,7,5,4,22,9,12,2,5
SUGT1,2243,1979,2142,1871,1663,1909,2381,1923,3056,1944,1616,2853
UBE2D1,7649,3221,6082,5997,4387,4039,3583,8116,8610,6780,2516,9523
B3GNT5,1375,259,2101,3161,2934,773,553,2993,1298,3945,544,989
LOC91450,17,28,25,40,34,21,25,9,16,34,42,28
EMILIN2,28717,6959,28849,21634,16351,16328,9693,30503,29046,28571,5488,32564
HNRNPH2,12702,7488,12936,8939,13176,13229,8863,12071,14464,12636,9554,14618
ATP6V1G2-DDX39B,11178,8507,14283,12585,12409,8798,11840,9465,14544,9735,20064,14583
NF1P1,0,0,0,1,0,0,0,0,0,0,0,0
C21orf7,5496,4247,3309,1512,3663,2675,2566,2669,4607,2521,1931,7385
LOC100303749,9,6,16,27,12,0,10,11,3,8,9,4
MIR1471,0,0,0,0,0,0,0,0,0,0,0,0
LOC100132163,43,22,52,46,61,37,43,51,57,39,69,50
SPCS2,1157,1104,937,867,761,1148,1309,854,1494,942,583,1387
ZNF718,482,280,369,454,196,558,253,414,596,213,354,557
EPO,2,1,3,2,1,1,1,3,1,2,7,0
RNF125,11881,10865,14549,13736,28728,13125,17808,13971,15624,14917,17913,13663
AP1G2,6560,5809,8775,6761,8405,6732,7051,4812,8917,7204,13971,9249
GPR155,3307,2137,3022,2953,2678,3091,3165,3091,3529,3276,4472,4030
NADSYN1,5741,3864,6284,5144,5075,5473,4311,5225,8527,5553,6040,7330
C16orf48,607,478,650,518,465,632,543,668,691,630,542,716
NDUFA4,6291,6334,4971,4629,4760,8984,6752,6010,7218,5990,4594,7353
SNORD30,88,29,144,199,203,37,87,50,27,101,564,65
TARS,5356,4864,5348,3930,4129,4207,4624,4716,6396,4282,3297,6386
MIR874,0,1,0,1,1,0,0,0,2,2,4,0
FBXW4P1,657,839,733,771,1008,976,1096,701,969,811,1083,967
C17orf67,45,32,39,34,55,44,66,24,54,55,77,33
PION,4579,2894,5609,3924,5276,2895,3710,6258,4718,4429,4615,4505
DEFA5,0,0,0,0,0,0,0,0,0,0,0,0
C4orf7,0,0,0,0,0,0,0,0,0,0,0,0
PPP4R1L,799,329,1072,1143,1154,666,544,806,759,734,1501,865
ZNF586,1708,1487,1846,1246,1800,2417,1841,1722,2801,2248,2328,3031
GPX1,27316,20119,32681,19238,20530,20088,13983,34513,31467,24497,7995,35399
GRIA3,14,2,4,20,1,2,20,1,2,6,4,9
LRRC10B,3,1,0,0,8,0,1,5,0,6,2,3
IL31RA,247,20,109,193,70,40,43,182,241,155,26,162
TRIM41,4059,3465,4899,3729,5113,4463,4176,4868,4561,4305,4540,5303
SLC4A11,19,15,25,21,38,12,18,20,19,22,33,23
DHX9,19712,15654,23530,19155,27821,19104,19373,19723,22729,21918,26337,23231
SOX3,0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,38631,58481,38957,37301,44075,64972,60931,35977,53487,45294,56859,59695
CCDC74B,3,3,2,1,0,1,2,5,0,4,3,0
PRADC1,1037,1013,1085,874,816,1657,990,1010,1499,790,534,1534
LOC401127,583,418,693,478,535,519,515,505,687,525,620,624
LOC442028,1,0,2,0,4,0,6,0,0,2,4,2
FADS1,3010,1208,3814,2107,2619,2631,1126,3715,3759,4410,650,3399
DAND5,1,0,0,0,1,0,0,0,1,0,0,0
PID1,6003,1105,5979,4120,2523,3768,2722,8730,7197,5886,933,6603
CADPS2,0,0,3,1,0,0,0,2,0,1,0,1
NDUFS5,5001,5569,4791,5081,5316,8406,7068,6018,7880,6011,6737,7143
LDB1,8718,6608,9779,7311,11291,9810,8656,8410,9160,9423,11647,10646
SNORD100,36,33,83,93,133,16,57,38,13,87,276,20
BRD7,2647,2390,2885,2325,2483,3193,2758,1816,3779,2072,3829,3389
PRDM11,166,206,216,208,201,213,221,178,232,210,188,259
IKBKAP,4361,3737,4942,4036,5081,3381,4102,3702,5199,4515,5954,5589
GLB1,11919,5186,10675,8192,5850,8318,6480,10590,10905,10160,3330,12849
HOXA4,43,24,26,6,4,22,33,28,24,24,13,52
RPAP3,3668,3390,3313,3160,2516,3015,3239,3017,5452,2645,2963,5533
STL,78,20,123,98,87,86,49,132,82,152,44,105
PHRF1,9743,7008,12422,8809,15398,6673,9226,9694,8666,10992,12035,11268
ATP5G1,1792,1505,1671,1403,1296,2061,1936,1630,2229,1530,1219,2414
LRTM2,3,1,4,5,4,4,6,2,6,1,2,1
LGALS2,14515,2215,6624,8057,3546,2419,1193,4026,8368,3089,2043,10738
RUNDC3A,23,10,35,19,29,14,19,380,18,21,42,18
EPHA4,2501,2433,2147,4738,4129,3539,5010,2460,2966,4247,4018,3085
MTRNR2L3,21,14,38,41,31,7,37,29,6,29,39,6
B3GAT1,1976,2352,1936,2611,1323,1513,2736,1081,2327,882,839,3014
ZSCAN4,0,0,0,0,1,1,0,0,1,0,5,0
MIR941-1,3,3,4,5,6,1,1,3,2,2,2,3
ASAH2B,3,12,7,11,11,14,38,6,21,13,15,7
CCRL2,1025,128,1550,567,1152,207,281,2091,312,2111,398,406
TMEM92,8,0,11,2,18,0,0,7,0,17,1,2
TPX2,366,549,748,296,468,464,309,279,758,263,221,390
ALKBH6,608,543,763,517,697,488,677,523,760,581,1077,814
PIBF1,2116,2192,2214,2229,2405,2393,2788,1691,2816,2081,4260,2999
MYO1F,72768,36886,71473,58002,55960,51956,36221,69339,73358,57114,27092,83243
PQLC1,8196,5225,8557,6175,7696,8292,6176,10395,9289,9097,5034,9962
MIR4531,0,0,0,0,0,0,0,0,0,0,0,0
DCTN3,5004,4571,4620,3801,3816,6447,5022,4706,6090,4432,3160,6755
SEPT5,1130,2227,510,388,1197,814,512,1330,1192,457,205,1432
CHMP2B,5561,4085,6088,4209,5775,5468,4916,6136,6643,5416,3766,6647
NT5C2,13638,7344,12047,10455,10022,10014,8588,13225,13521,11877,8551,13444
LILRB4,7381,1504,7650,4381,4782,5168,2797,6988,6371,6602,1515,7805
CDRT4,367,729,491,513,513,486,656,402,472,318,615,550
BEST1,1433,406,1653,1009,763,727,513,1331,1035,1191,468,1383
COASY,6615,4945,7139,5557,5127,6927,5715,6414,8338,5892,5151,8610
SNORD114-6,0,0,0,0,0,0,0,0,0,0,0,0
A1BG-AS1,121,91,159,131,148,114,99,83,171,132,229,184
LOC727710,0,0,0,0,0,0,0,0,0,1,0,0
METRN,491,899,367,443,399,729,1033,309,668,384,548,691
CSRNP3,1,0,0,2,0,0,1,0,0,0,1,1
ZNF695,19,4,26,12,19,13,6,14,14,23,9,4
JAK2,16696,4892,15793,11421,9024,7165,6130,11386,10528,10618,5734,15222
FUT7,2178,1294,1480,1338,504,1152,1099,1735,2014,1116,424,2601
MIR1976,2,0,1,0,0,1,0,0,0,0,2,1
THAP10,24,17,38,8,21,8,3,34,22,42,3,26
SH2B2,1594,605,1493,840,1017,1152,867,1263,1620,1236,930,1486
FIGN,1,0,3,0,13,1,0,0,1,1,0,0
LRRC18,27,13,21,39,13,17,6,27,5,22,24,11
PLEC,89802,56453,114672,98235,110535,80971,65069,82767,70344,106057,105207,109192
KIAA1598,4700,1910,14370,4188,4643,6679,1718,5147,10957,5118,1211,9474
MRGPRX2,12,4,5,5,6,11,9,8,11,2,1,4
ARHGAP39,22,21,30,30,51,10,30,20,13,33,80,27
PSME2,9932,5258,5860,5517,5325,7521,6668,5263,7452,5435,4540,9056
WDR19,395,322,659,426,663,268,487,562,578,587,1563,504
ARID3A,3482,989,3741,2247,2204,1915,1365,3581,3545,2993,848,3828
CNPY3,32209,17044,30629,23818,19121,28736,22016,29723,34861,27803,13760,37088
MIF,0,0,0,0,0,0,0,0,0,0,0,0
FAM22D,47,34,53,46,74,66,10,54,49,66,69,54
C8orf46,9,6,53,34,89,38,66,23,25,9,53,32
SNORD25,91,22,168,128,236,46,99,120,41,121,602,54
F8,1005,1787,656,865,819,1285,1481,723,1000,664,502,1139
FAM64A,7,31,30,5,14,47,17,21,33,5,9,30
KRTAP20-1,0,0,0,0,0,0,0,0,0,0,0,0
RBMXL3,0,0,0,0,0,0,0,0,0,0,0,0
GRK1,0,0,1,0,2,2,0,1,1,0,0,0
RND2,9,48,7,11,20,27,46,17,38,38,35,22
RP1,0,0,0,0,0,0,0,1,0,0,0,0
DYNLT1,2919,1518,2485,1953,3084,2118,2196,2096,2752,1749,2301,3225
HIST1H2AG,72,180,66,63,98,76,58,109,90,75,59,124
GMCL1L,480,516,559,457,468,562,602,525,789,463,497,707
SLC25A18,32,9,36,20,30,12,18,25,31,16,30,13
LGALS14,5,11,6,7,4,9,5,2,3,12,14,13
KIAA1671,1949,2909,1733,3392,1856,2039,3059,1507,2245,1470,995,1895
FAM178A,3648,3288,3668,3452,3358,2162,3069,2491,3923,2785,4413,4534
CCDC7,210,251,298,299,224,216,273,168,189,218,476,200
ACSBG1,85,189,51,40,82,41,30,79,73,51,23,104
FEM1A,5669,3677,6889,4108,9307,6510,4046,7247,5796,7280,6289,6556
BCAS3,2573,2449,2568,2589,2264,2563,3082,2398,3175,2596,2212,2971
PWRN1,0,0,0,0,0,0,0,0,0,0,0,0
TRMT2B,3390,4820,4399,3759,4112,5416,5617,3299,6280,3932,5752,5496
GHRLOS2,217,328,340,440,416,429,411,265,467,420,595,318
MIR3177,4,0,4,3,3,0,0,2,0,4,9,1
PGPEP1L,1,0,1,0,1,0,1,0,0,2,3,1
RHOG,25167,14327,23348,17470,20477,27318,18550,23938,28892,22400,11879,29194
MBIP,1068,1079,1136,918,1572,1323,1286,1166,1446,1168,1628,1414
LGALS1,30993,17608,27076,27797,21431,31268,25869,38378,37070,30184,8476,37521
NFKBIZ,47713,5902,56651,41428,53967,18988,14179,59608,23786,57755,45188,21264
NPM1,9833,12421,12359,9698,13036,17381,14346,9953,15836,12388,19291,15391
TNNT3,34,19,52,52,213,31,32,68,26,40,253,44
REXO2,1624,2071,1611,1406,1561,1690,2260,1407,2250,1652,2009,2270
CNOT6L,15045,16243,13747,15615,29039,15085,22161,18171,19605,20957,19198,18753
PPP2R2A,4332,3003,4402,3352,4588,2850,4413,3953,4543,4157,4701,4606
GALNT2,11544,6370,11299,8797,7809,10067,7325,13273,12099,10533,5592,12879
FAM74A4,0,0,0,0,0,0,0,0,0,0,0,0
LOC100288079,3,1,3,4,4,3,2,3,0,1,1,0
PLEKHG5,289,251,353,362,759,326,734,161,668,588,1276,596
NPFFR1,2,0,0,1,2,2,0,2,1,2,2,0
DNASE2,7774,5630,5853,5580,4791,6722,5236,6539,6997,6413,2818,7838
SRPRB,3288,3502,3331,2361,2477,2499,3709,2762,3699,2842,2441,4196
CSTT,0,0,0,0,0,0,0,0,0,0,0,0
MPO,813,210,648,534,550,801,241,760,858,830,217,831
BOD1L,10660,7293,13776,12067,16519,6385,7983,11070,9710,12705,17800,12481
RNF138,8326,7129,12124,7463,13533,12191,8512,12845,12107,13346,12295,10718
ASPA,0,0,0,0,0,0,0,0,0,0,1,0
LOC100130691,225,174,250,205,152,167,247,161,244,210,186,303
LOC375190,424,381,541,361,515,699,441,541,529,362,393,533
NCRNA00113,0,0,0,0,0,0,0,0,0,0,0,0
KIFC1,253,321,437,156,274,221,167,177,449,210,140,202
MOB2,3914,4749,3716,3574,3918,4108,5037,3198,4973,3473,3420,5268
TCL6,55,14,69,45,65,37,25,64,49,39,193,72
CORO1C,18177,5619,17896,11375,10716,11888,6218,18829,18154,15699,3060,21311
POLR1C,1204,689,1720,1244,2703,607,1185,1127,806,1223,2933,890
APRT,11364,13268,10342,9332,8511,15419,12458,10807,13487,10640,10821,15703
PRRT3,448,658,499,550,762,659,765,549,548,504,1183,758
RPS20,56813,85584,52720,53523,59962,98948,100983,55781,75971,71765,91374,73157
KIAA1530,2430,1246,3280,2335,3279,2140,1688,3427,2074,3023,2971,4149
ANKRD24,63,51,166,84,142,60,49,126,84,73,181,68
FBXO18,8290,7464,9144,7673,7218,10040,8460,6898,13120,8159,8936,11912
LOC158376,0,1,2,0,2,0,0,0,0,0,0,2
KCNK7,134,58,258,178,335,178,101,307,150,347,190,90
CMTM6,33394,17046,37238,24064,30469,36866,18628,37459,42395,34373,11894,38468
SHC2,21,2,7,7,9,13,4,24,22,9,143,6
DBNDD2,1790,1136,2104,1511,1498,1816,1696,1901,2335,1653,1325,2707
CPPED1,29629,6542,24933,18580,13953,17177,9450,26360,28089,23194,4799,33956
SPINT1,3101,1460,4324,2918,1720,2308,1899,4043,3479,3543,941,3930
YOD1,1908,1416,2314,2580,3014,2745,1477,2388,2784,1526,3071,2065
MIR660,0,0,0,0,0,0,0,0,0,0,0,0
CERS5,3802,3100,3495,3066,3554,4193,3496,3019,4976,3129,2897,4387
USP24,17617,13715,21951,20822,29022,9019,17207,16176,13367,19140,24691,16568
C15orf48,85,21,124,47,205,49,31,186,31,289,34,58
MAP2,79,48,49,32,34,20,50,24,68,64,92,97
EPHB1,331,72,1124,271,507,339,181,643,281,644,83,185
ERMP1,3703,4179,3430,3668,3316,4439,4558,3212,5194,3304,3036,4833
CIB2,220,195,259,187,308,388,303,259,295,233,175,329
PAPOLG,3291,3410,3068,2930,3394,2070,4331,2117,3672,2468,4221,4160
FGGY,291,333,298,246,207,298,312,285,338,277,303,285
SNRPD2P2,0,1,0,0,0,0,0,0,0,0,0,0
CAMKK2,12565,4775,18085,10858,10734,9929,6060,13905,13226,14353,4915,15458
GOLGA8IP,0,2,2,0,1,0,1,1,3,0,4,3
