	AT1	AT2	Ciliated	Mast	Monocytes	Myofibroblasts	NK	T-CD4	T-CD8-CytT
NPM1	5.586538461538462	5.109806629834254	4.342857142857143	4.257437070938215	4.989017023613399	5.188790560471976	5.00383877159309	5.008780036968576	4.688477127967574
NUCKS1	2.4038461538461537	1.4426795580110496	1.3142857142857145	1.3066361556064072	1.443712246018671	1.5545722713864307	1.4235444657709533	1.4815157116451017	1.3312101910828025
NUPR1	3.875	2.100828729281768	1.7571428571428571	2.4393592677345537	1.9220208676551345	1.8495575221238936	2.073576455534229	2.099815157116451	2.149392009264621
OAZ1	10.923076923076923	9.292817679558013	8.67142857142857	8.51487414187643	9.70455793520044	8.87905604719764	9.137236084452976	9.323937153419593	9.7504342790967
OCIAD2	2.269230769230769	1.8805248618784527	1.8571428571428568	1.4359267734553776	1.8077979132344864	1.218289085545723	1.6983365323096609	1.6455637707948243	1.411117544875507
OST4	4.288461538461538	3.569060773480663	3.5357142857142856	3.059496567505721	3.3635365183964856	2.9557522123893807	3.35572616762636	3.33086876155268	3.352634626519977
P4HB	2.6826923076923075	2.164364640883978	1.8357142857142856	1.8501144164759729	2.1603514552443714	2.1268436578171093	2.0790147152911067	2.0466728280961184	1.891140706427331
PABPC1	6.105769230769231	5.064917127071824	4.2785714285714285	4.660183066361556	5.016474464579901	5.554572271386431	4.898592450415867	4.891404805914973	4.886508396062537
PARK7	2.269230769230769	2.0662983425414363	1.8928571428571428	1.7070938215102975	1.967600219659528	2.0973451327433628	1.98976327575176	1.980129390018484	1.8442385639837868
PCBP1	1.9711538461538465	1.5524861878453038	1.5857142857142856	1.2906178489702518	1.488193300384404	1.5575221238938053	1.4603326935380678	1.489833641404806	1.5089751013317891
PDIA6	1.5480769230769231	1.2672651933701655	1.457142857142857	1.1441647597254003	1.2218561230093354	1.1238938053097345	1.2805502239283428	1.2569316081330868	1.1679212507237986
PEBP1	1.9230769230769231	2.048342541436464	2.15	1.6018306636155606	1.8693025809994508	1.9115044247787607	1.82213691618682	2.063308687615527	1.8413433700057904
PFDN5	6.4423076923076925	6.655386740331492	6.4	5.802059496567506	6.379461834157056	6.035398230088496	6.396033269353807	6.306839186691312	6.478865083960625
PFN1	9.778846153846152	8.654696132596685	7.8428571428571425	7.217391304347826	8.692476661175178	8.601769911504425	8.77319257837492	8.50184842883549	8.843659525188187
PGK1	2.730769230769231	1.8535911602209945	2.0785714285714287	1.6979405034324944	1.7375068643602416	2.082595870206489	1.8333333333333333	1.80452865064695	1.6988998262883612
PHLDA2	1.7307692307692308	1.0359116022099448	0.5357142857142857	0.9073226544622426	1.028555738605162	0.9852507374631267	1.0198336532309662	0.8729205175600739	1.0596409959467283
PKM	3.644230769230769	3.0269337016574585	3.15	2.6178489702517163	3.126304228445909	3.094395280235988	3.053742802303263	2.9260628465804066	2.94151708164447
PLIN2	1.5192307692307692	1.3218232044198894	2.3714285714285714	1.1041189931350115	1.228445908841296	0.8053097345132744	1.2066538707613563	1.3211645101663585	1.4180660104226983
PLP2	1.6057692307692308	1.2859116022099448	1.1857142857142855	1.1453089244851258	1.3558484349258648	1.28023598820059	1.31829814459373	1.3068391866913125	1.2055587724377532
PNRC1	2.2596153846153846	2.2624309392265194	2.1785714285714284	1.9610983981693364	2.00054914881933	1.702064896755162	1.966730646193218	2.11460258780037	2.0098436595251883
POLR2L	2.4134615384615383	1.9930939226519333	1.6357142857142857	1.742562929061785	2.0	1.828908554572272	1.8605246321177225	1.7093345656192236	1.8656629994209613
POMP	3.105769230769231	2.251381215469613	2.085714285714286	1.9405034324942791	2.274574409665019	2.24188790560472	2.234804862444018	2.186229205175601	2.2397220613781124
PPA1	2.4711538461538463	1.3515193370165746	1.15	1.1693363844393592	1.3794618341570566	1.3097345132743363	1.293026231605886	1.314695009242144	1.2709901563404749
PPDPF	5.038461538461538	3.8625690607734806	3.492857142857143	3.437070938215103	3.86326194398682	3.265486725663717	3.7325655790147154	3.9168207024029575	3.6948465547191662
PPIA	7.6826923076923075	5.962707182320442	4.921428571428572	5.060640732265446	6.202086765513454	6.713864306784661	5.857005758157389	6.014325323475046	5.869716270990156
PPIB	2.5673076923076925	2.3011049723756907	2.0785714285714287	2.1647597254004576	2.28555738605162	1.9764011799410028	2.334293026231606	2.256007393715342	2.1279675738274464
PPP1R15A	1.9519230769230769	1.451657458563536	1.7	1.462242562929062	1.495881383855025	1.3215339233038348	1.5217530390275111	1.5411275415896488	1.6352055587724377
PRDX1	4.798076923076923	3.249309392265193	2.8642857142857143	2.462242562929062	3.110928061504668	3.410029498525074	3.0403071017274472	3.3267097966728283	3.062536189924725
PRDX4	1.5480769230769231	1.0324585635359116	0.5428571428571428	0.9759725400457666	0.9357495881383856	0.887905604719764	0.9075495841330774	0.8461182994454713	0.8905616676317313
PRDX5	3.1538461538461537	2.499309392265193	2.671428571428572	2.053775743707094	2.387699066447007	2.005899705014749	2.3723608445297506	2.282347504621072	2.227562246670527
PRDX6	2.0096153846153846	1.3653314917127073	1.2642857142857142	1.0926773455377574	1.3898956617243272	1.1740412979351031	1.3266154830454255	1.3183918669131238	1.3028372900984366
PRELID1	1.9423076923076923	1.7437845303867403	1.4	1.505720823798627	1.830313014827018	1.914454277286136	1.6944977607165708	1.7171903881700554	1.664157498552403
PRR13	1.7884615384615383	1.669889502762431	1.75	1.4416475972540046	1.628775398132894	1.4572271386430675	1.6196417146513116	1.598890942698706	1.5796178343949046
PSAP	5.826923076923077	4.935082872928176	5.914285714285715	4.9290617848970255	4.9945085118067	5.589970501474927	5.289187460012796	5.22365988909427	5.393167342211928
PSMA4	1.865384615384616	1.087707182320442	1.0642857142857145	0.8455377574370709	1.028006589785832	1.0206489675516224	0.9651311580294306	0.9768946395563772	0.9727851766068326
PSMA7	4.721153846153846	3.3314917127071824	2.8	2.95766590389016	3.415705656232839	3.2890855457227137	3.302623160588612	3.290203327171904	3.165605095541401
PSMB1	1.6826923076923077	1.444060773480663	1.4714285714285715	1.0812356979405031	1.3465129049972542	1.3303834808259587	1.3522072936660268	1.3946395563770797	1.292414591777649
PSMB3	1.9230769230769231	1.488950276243094	1.2857142857142858	1.2848970251716247	1.414058209774849	1.3746312684365782	1.4251439539347408	1.3401109057301297	1.3636363636363635
PSMB9	1.6346153846153846	1.3038674033149171	1.2714285714285714	1.070938215102975	1.1466227347611202	1.0058997050147491	1.13915547024952	1.13724584103512	1.1910828025477709
PSME1	2.1826923076923075	1.903314917127072	1.8642857142857143	1.6876430205949655	1.8363536518396488	1.775811209439528	1.8147792706333967	1.8396487985212568	1.822235089751013
PSME2	2.5673076923076925	1.7299723756906078	1.5142857142857142	1.5549199084668193	1.6781987918725976	1.6224188790560472	1.716250799744082	1.6367837338262476	1.674001158077591
PTGES3	1.5769230769230769	1.3211325966850829	1.45	1.2036613272311212	1.3124656781987918	1.415929203539823	1.2815099168266155	1.3151571164510167	1.2663578459756804
PTMA	19.77884615384616	19.081491712707184	17.9	17.797482837528605	18.99615595826469	19.383480825958703	18.951695457453614	19.057763401109057	17.646207295888825
PYCARD	1.625	1.270718232044199	1.3285714285714283	1.1979405034324944	1.2652388797364085	1.0855457227138643	1.2728726807421624	1.2208872458410351	1.3676896352055588
RAC1	7.259615384615385	4.768646408839779	4.0	4.056064073226545	5.442613948380011	5.404129793510324	4.944657709532949	5.081330868761553	5.112333526346265
RAN	2.6538461538461537	1.950276243093923	1.9	1.6750572082379862	1.844590884129599	2.28023598820059	1.940179142674344	1.9468576709796672	1.7064273306311524
RBM3	2.105769230769231	1.6774861878453038	1.6714285714285717	1.4805491990846682	1.57166392092257	1.71976401179941	1.616762635956494	1.700554528650647	1.6056745801968733
RBM39	1.9519230769230769	1.6560773480662982	1.7142857142857142	1.5045766590389016	1.5057660626029654	1.3805309734513274	1.527831094049904	1.6113678373382625	1.514186450492183
RBM8A	1.625	1.1505524861878451	1.0571428571428572	0.982837528604119	1.1559582646897308	1.1002949852507375	1.1014075495841331	1.0984288354898335	1.117544875506659
RBX1	1.8557692307692308	1.3515193370165746	1.4285714285714286	1.2070938215102975	1.315211422295442	1.2625368731563422	1.3611644273832373	1.412199630314233	1.3138390272148237
RGCC	2.6538461538461537	2.111878453038674	1.7428571428571429	1.8581235697940504	2.170236133992312	1.8495575221238936	1.979206653870761	2.0734750462107208	2.06716850028952
RGS1	2.0288461538461537	1.9965469613259668	2.271428571428572	1.8123569794050345	1.771554091158704	2.2389380530973453	2.109085092770313	2.049445471349353	2.21656050955414
RHEB	1.9038461538461533	1.2548342541436464	1.25	1.143020594965675	1.3338824821526634	1.3569321533923304	1.2396033269353808	1.2643253234750462	1.259988419224088
RHOA	2.8076923076923075	2.3950276243093924	2.392857142857143	2.2002288329519453	2.4662273476112024	2.492625368731564	2.3797184900831736	2.4339186691312387	2.376954255935148
RHOB	1.7307692307692308	1.203729281767956	0.8571428571428571	1.0263157894736843	1.266337177375069	0.9026548672566372	1.0486244401791427	1.021256931608133	1.178343949044586
RNASE1	1.8557692307692308	1.7334254143646408	1.2571428571428571	1.708237986270023	1.5442064799560682	1.5103244837758112	1.4593730006397954	1.4015711645101665	1.6213086276780544
RNASET2	1.4615384615384617	1.3784530386740332	1.5071428571428571	1.386727688787185	1.331136738056013	1.5870206489675516	1.3957133717210493	1.3997227356746764	1.5911986103068905
RNF7	1.6057692307692308	1.1408839779005524	1.1285714285714286	0.8741418764302059	1.098846787479407	1.12094395280236	1.0467050543825975	1.1141404805914972	1.0040532715691952
RPL10	63.16346153846154	53.10704419889503	52.56428571428572	47.58009153318078	52.54969796814937	47.82005899705015	51.90339091490723	51.3373382624769	51.48349739432542
RPL10A	19.53846153846154	15.685082872928175	16.564285714285713	14.05949656750572	15.398132894014278	14.539823008849558	15.398912348048624	15.525415896487983	15.07643312101911
RPL11	30.95192307692308	27.474447513812155	28.178571428571427	23.886727688787182	26.489291598023065	25.66076696165192	26.745681381957773	26.76155268022181	26.11464968152866
RPL12	31.596153846153847	23.1878453038674	21.87857142857143	20.01487414187643	22.84843492586491	21.587020648967552	22.35668586052463	22.286044362292053	22.018529241459177
RPL13	58.22115384615385	44.52002762430939	42.621428571428574	40.20137299771167	43.34816035145524	42.95870206489676	42.57485604606526	41.81053604436229	42.0046323103648
RPL13A	52.16346153846154	43.94129834254144	43.47142857142857	40.37871853546911	43.65458539264141	42.96755162241888	43.1340371081254	42.60027726432532	42.03590040532716
RPL14	15.89423076923077	14.104972375690608	15.035714285714286	12.44279176201373	13.947830862163649	14.533923303834808	13.78470889315419	13.823937153419593	13.54082223508975
RPL15	21.307692307692307	21.103591160221	22.435714285714287	18.11441647597254	20.757276221856124	20.41592920353982	20.22040946896993	20.53373382624769	19.80196873190504
RPL18	19.423076923076923	15.373618784530386	15.257142857142858	13.667048054919908	14.59198242723778	14.666666666666666	14.71145233525272	14.611367837338262	14.545454545454543
RPL18A	27.807692307692307	24.09737569060773	24.392857142857142	21.6350114416476	23.87149917627677	22.92330383480826	23.86180422264876	23.34242144177449	23.06832657788072
RPL19	33.64423076923077	26.96201657458564	26.492857142857144	23.69221967963387	26.263591433278417	26.63716814159292	26.481765834932823	26.38493530499076	25.679791546033584
RPL21	34.09615384615385	30.13535911602209	31.88571428571429	28.72997711670481	29.796814936847884	30.053097345132745	30.317978246960973	30.31238447319778	29.720324261725537
RPL22	10.721153846153848	9.481353591160222	10.285714285714286	8.635011441647597	9.403624382207578	9.380530973451329	9.58637236084453	9.500462107208872	9.137811233352634
RPL23	13.663461538461538	10.285911602209945	10.185714285714283	9.280320366132724	10.27512355848435	9.88495575221239	10.42802303262956	10.277726432532347	10.123335263462652
RPL23A	32.09615384615385	26.113259668508288	26.1	23.05491990846681	24.70455793520044	25.93510324483776	25.295585412667947	25.384473197781887	24.842501447596987
RPL24	14.60576923076923	12.303867403314918	12.385714285714286	10.234553775743708	11.978034047226798	11.188790560471976	11.777671145233525	12.05822550831793	11.152287203242617
RPL26	24.067307692307693	20.939917127071823	21.714285714285715	18.41304347826087	20.487095002745743	20.569321533923304	21.172104926423543	20.58456561922366	20.705269253039955
RPL27	18.307692307692307	13.709944751381215	13.557142857142855	12.37299771167048	13.479956068094454	13.008849557522124	13.884836852207291	13.371534195933457	13.253618992472497
RPL27A	32.49038461538461	27.07734806629834	28.35	24.312356979405035	25.939044481054367	23.858407079646017	26.436980166346768	26.672365988909423	25.970469021424435
RPL28	36.69230769230769	29.685773480662984	29.0	27.30663615560641	29.0785282811642	28.578171091445427	29.214331413947537	28.69269870609981	29.03763752171396
RPL29	17.39423076923077	16.03245856353591	15.678571428571429	13.933638443935926	15.768259198242724	15.457227138643068	15.407869481765834	15.431146025878004	14.887666473653734
RPL3	26.932692307692307	22.49378453038674	24.892857142857142	20.172768878718536	21.892915980230644	21.654867256637168	22.12859884836852	22.336876155268023	21.846554719166186
RPL30	25.990384615384617	22.07665745856353	22.62857142857143	20.08237986270023	21.42009884678748	22.941002949852507	21.924824056301983	22.235674676524955	21.31615518239722
RPL31	19.20192307692308	16.281767955801104	17.321428571428573	14.812356979405036	15.766062602965404	14.929203539823009	15.909149072296865	15.932070240295747	15.502605674580195
RPL32	30.259615384615383	28.799033149171272	29.8	26.25286041189932	28.602416254805053	28.634218289085545	28.409149072296863	28.423290203327173	27.778228141285467
RPL34	29.70192307692308	26.72513812154696	28.757142857142856	24.979405034324945	25.847336628226248	24.811209439528024	26.428662827895074	26.063308687615528	26.376954255935143
RPL35	17.23076923076923	14.787983425414364	14.585714285714284	13.657894736842104	14.530477759472817	13.91150442477876	14.603966730646194	14.324399260628466	14.493920092646208
RPL35A	19.48076923076923	17.361878453038674	18.63571428571429	15.287185354691076	16.388248215266337	16.06489675516224	16.678502879078696	16.908502772643253	16.331210191082803
RPL36	17.326923076923077	14.125690607734809	13.114285714285714	13.11441647597254	13.613948380010983	12.929203539823009	13.678822776711453	13.268484288354898	13.54950781702374
RPL36A	4.1923076923076925	3.69267955801105	3.3642857142857143	3.3752860411899315	3.500823723228995	3.5014749262536875	3.650351887396033	3.397874306839187	3.55008685581934
RPL36AL	5.326923076923077	4.29696132596685	4.385714285714286	3.6819221967963385	4.210873146622735	3.896755162241888	4.129878438899552	4.097966728280961	4.209612044006948
RPL37	21.76923076923077	18.09185082872928	18.35	15.799771167048055	17.066996155958265	16.238938053097346	17.78630838131798	17.013401109057302	16.713954834973944
RPL37A	19.5	16.082872928176794	16.40714285714286	14.049199084668192	15.45853926414058	14.539823008849558	15.836212412028152	15.511552680221811	15.36653155761436
RPL38	13.471153846153848	10.929558011049725	10.492857142857142	9.566361556064074	10.232839099395935	9.952802359882003	10.567818298144594	10.21441774491682	10.47481181239143
RPL39	28.01923076923077	23.476519337016576	22.107142857142858	21.47025171624714	22.316309719934104	21.371681415929203	22.83429302623161	22.14325323475046	21.828025477707005
RPL4	9.0	8.008287292817679	8.114285714285714	7.251716247139588	8.220208676551346	8.309734513274336	8.278630838131798	8.21996303142329	7.836711059640996
RPL41	40.70192307692308	35.86533149171271	35.27142857142857	31.734553775743706	34.02580999450851	31.734513274336283	33.96769033909149	32.56469500924214	33.11812391430226
RPL5	12.375	10.918508287292818	11.607142857142858	9.99771167048055	10.754530477759474	10.76401179941003	10.934740882917469	11.030961182994456	10.562246670526925
RPL6	16.721153846153847	13.974447513812157	14.642857142857142	12.454233409610984	13.596924766611751	15.094395280235988	13.9872040946897	13.872458410351202	13.444122756224669
RPL7	26.365384615384617	23.09599447513812	21.84285714285714	19.47482837528604	22.432180120812745	25.079646017699115	22.44401791426744	22.77449168207024	21.778807180081067
RPL7A	17.5	15.38121546961326	15.464285714285714	13.109839816933638	15.13509060955519	14.882005899705014	15.04382597568778	15.176062846580407	14.606832657788072
RPL8	24.82692307692308	22.662983425414364	18.85	18.96910755148741	21.87589236683141	25.542772861356934	21.27319257837492	21.508780036968577	20.84713375796178
RPL9	26.53846153846154	22.08977900552486	21.507142857142856	19.691075514874143	21.334431630971995	22.33333333333333	21.63947536788228	21.609519408502774	21.155761436016213
RPLP0	14.923076923076923	11.99585635359116	10.978571428571428	10.49771167048055	11.883580450302032	13.463126843657816	11.463211772232883	11.439001848428836	11.089751013317892
RPLP1	53.78846153846154	49.03245856353591	46.90714285714286	43.41647597254005	47.97199341021417	47.49852507374632	47.54158669225848	46.82532347504621	45.89982628836132
RPLP2	35.90384615384615	31.30939226519337	32.042857142857144	29.17162471395881	30.056013179571664	28.817109144542773	30.80518234165067	30.47966728280961	30.33815865663
RPS10	9.192307692307692	8.458563535911603	10.978571428571428	7.749427917620137	8.463481603514552	7.572271386430678	8.176263595649392	7.839186691312385	7.873190503763752
RPS11	17.076923076923077	14.0939226519337	14.571428571428571	12.755148741418765	13.775398132894017	13.595870206489677	14.208253358925145	13.956561922365989	13.669947886508396
RPS12	44.08653846153846	35.36878453038674	36.85	31.8649885583524	34.60626029654036	36.67846607669617	34.191618682021755	34.34473197781885	34.48060220034742
RPS13	19.90384615384616	17.59185082872928	19.742857142857144	15.683066361556063	17.324546952224054	16.12684365781711	17.358605246321176	17.222273567467653	16.97394325419803
RPS14	42.69230769230769	34.52831491712707	31.978571428571428	30.522883295194507	33.99945085118067	35.29498525073746	33.620601407549586	33.213031423290204	33.383902721482336
RPS15	24.884615384615383	21.64779005524862	21.321428571428573	19.016018306636155	20.378912685337728	20.277286135693217	20.77351247600768	20.390480591497223	20.64215402431963
RPS15A	29.134615384615383	25.73895027624309	27.05	23.367276887871853	24.68698517298188	23.85250737463127	25.0956493921945	24.74075785582255	24.40011580775912
RPS16	24.567307692307693	21.00552486187845	22.02142857142857	18.483981693363845	20.926414058209776	20.640117994100294	20.914267434420985	21.049445471349355	20.59235668789809
RPS17	20.89423076923077	18.19682320441989	17.992857142857144	16.488558352402745	18.25755079626579	18.16519174041298	18.458093410108766	18.276802218114604	17.618992472495655
RPS18	53.54807692307692	45.5207182320442	45.27142857142857	39.0629290617849	43.12300933552993	42.27138643067847	43.96257197696737	43.42975970425139	42.69542559351476
RPS19	40.66346153846154	35.99309392265194	35.67857142857143	30.50228832951945	33.532125205930804	33.89675516224189	33.355086372360844	33.53743068391867	32.88187608569774
RPS2	43.02884615384615	35.354281767955804	35.55	29.835240274599546	34.362987369577155	34.823008849557525	33.65898912348049	33.79482439926063	31.90619571511291
RPS20	27.21153846153846	22.19958563535912	21.40714285714286	20.58237986270023	22.68753432180121	24.90560471976401	22.208253358925145	23.006931608133087	22.62015055008685
RPS21	10.326923076923077	8.18646408839779	8.157142857142857	7.506864988558353	8.01922020867655	7.294985250737463	8.353166986564299	7.761552680221811	7.796178343949045
RPS23	29.23076923076923	25.572513812154696	25.307142857142857	22.24370709382151	24.887424492037344	24.20353982300885	25.245361484325016	25.176062846580407	24.85987261146497
RPS24	18.596153846153847	17.59599447513812	18.914285714285715	15.748283752860411	17.487095002745743	17.35103244837758	17.733845169545745	17.482439926062845	17.13317892298784
RPS25	23.75	19.55732044198895	19.585714285714285	17.773455377574372	18.52992861065349	17.457227138643066	18.955534229046705	18.762476894639555	18.44933410538506
RPS26	6.125	5.991022099447513	5.135714285714286	5.649885583524028	5.905546403075234	5.548672566371682	5.968010236724248	5.977818853974122	5.685581933989577
RPS27	45.67307692307692	38.5732044198895	40.44285714285714	37.03089244851259	36.64415156507413	36.392330383480825	37.98432501599488	37.75	37.962941517081646
RPS27A	33.29807692307692	28.83701657458564	30.63571428571429	25.81578947368421	28.39428885227897	27.4424778761062	28.36468330134357	28.231515711645105	27.797915460335844
RPS27L	2.9038461538461537	2.3273480662983426	2.2928571428571427	2.1842105263157894	2.4371224601867105	1.9262536873156344	2.2581573896353166	2.2282809611829943	2.363636363636364
RPS28	20.95192307692308	17.545580110497237	17.57857142857143	16.274599542334094	16.759472817133442	16.32448377581121	17.172104926423543	16.784658040665434	17.011580775911987
RPS29	26.16346153846154	20.339088397790054	20.87142857142857	19.73913043478261	19.192202086765512	18.920353982300885	20.1657069737684	19.53234750462107	19.969889982628835
RPS3	31.298076923076923	25.669198895027623	26.57857142857143	23.21967963386728	25.371224601867105	24.336283185840703	24.97248880358285	24.491219963031423	24.389693109438333
RPS3A	27.625	23.119475138121548	23.464285714285715	20.99199084668192	22.933552992861067	24.899705014749262	23.035188739603328	23.078096118299445	22.4174869716271
RPS4X	29.471153846153847	24.493093922651934	24.835714285714285	20.874141876430205	23.127951674903898	25.10619469026549	22.9337811900192	23.491219963031423	22.784597568037057
RPS4Y1	2.4038461538461537	2.249309392265193	2.414285714285714	1.980549199084668	2.253157605711148	1.9115044247787607	2.252079334612924	2.216728280961183	2.122756224667053
RPS5	19.067307692307693	14.348756906077348	13.807142857142855	12.636155606407325	14.507413509060957	14.640117994100295	14.214651311580294	14.046210720887244	13.589461493920092
RPS6	29.53846153846154	26.05110497237569	28.164285714285715	23.94851258581236	25.84129599121362	24.75811209439528	26.26679462571977	26.275878003696857	25.655471916618414
RPS7	17.192307692307693	15.949585635359115	16.757142857142856	13.654462242562929	15.395936298736958	15.250737463126844	15.407869481765834	15.605822550831792	14.711638679791546
RPS8	27.66346153846154	21.790055248618785	21.978571428571428	19.32608695652174	21.084568918176824	21.303834808259587	21.056301983365323	21.33410351201479	20.896931094383323
RPS9	21.0	18.33632596685083	18.35	16.487414187643022	18.14277869302581	16.79646017699115	17.94753678822777	18.12800369685767	17.45859872611465
RPSA	12.288461538461538	11.7810773480663	11.678571428571429	10.369565217391305	11.71389346512905	12.091445427728614	11.423224568138195	11.442698706099817	10.996525767226403
RTN4	2.8076923076923075	2.0048342541436464	1.957142857142857	1.7437070938215102	1.943437671609006	1.710914454277286	1.890275111964172	1.8853974121996304	1.930515344528084
S100A10	18.423076923076923	10.171961325966851	10.292857142857144	9.829519450800916	11.112026359143329	9.867256637168142	10.33365323096609	10.597504621072089	11.013896931094385
S100A11	17.134615384615383	11.865331491712707	11.978571428571428	11.088100686498857	12.088962108731469	9.958702064896755	11.82341650671785	11.42144177449168	12.34916039374638
S100A13	2.173076923076923	1.4640883977900552	1.0642857142857145	1.2196796338672768	1.4645799011532126	1.3156342182890854	1.3406909788867565	1.378003696857671	1.4035900405327155
S100A14	2.451923076923077	1.2106353591160222	0.7	1.1270022883295194	1.4371224601867103	1.6283185840707963	1.2005758157389634	1.22181146025878	1.1447596988998263
S100A16	2.2596153846153846	0.9930939226519336	0.5642857142857143	0.9256292906178488	1.213069741900055	0.855457227138643	0.9286628278950736	0.9912199630314232	0.8812970469021424
S100A4	15.923076923076923	10.98342541436464	10.407142857142857	10.854691075514872	11.664470071389346	11.179941002949851	10.745041586692258	11.44177449168207	12.15807759119861
S100A6	53.81730769230769	31.35013812154696	23.62142857142857	28.95652173913044	32.04887424492038	28.50147492625369	31.097248880358286	29.17929759704252	32.18702953097858
S100A8	1.2788461538461535	1.931629834254144	1.8642857142857143	1.6189931350114417	1.684788577704558	1.7227138643067847	1.7709532949456177	1.848890942698706	1.796757382744644
S100A9	5.413461538461538	6.900552486187845	3.914285714285714	6.483981693363845	6.448654585392641	6.740412979351032	7.069417786308382	6.9154343807763405	8.727851766068326
SAA1	2.5673076923076925	0.31146408839779	0.0928571428571428	0.3638443935926773	0.9610104338275672	0.2654867256637168	0.4171465131158029	0.4177449168207024	0.444122756224667
SAP18	2.519230769230769	1.824585635359116	1.7642857142857142	1.591533180778032	1.8369028006589785	2.061946902654867	1.8147792706333967	1.9117375231053604	1.884192240880139
SARAF	2.6346153846153846	2.699585635359116	2.407142857142857	2.393592677345538	2.5337726523887976	2.4424778761061945	2.5684580934101087	2.616913123844732	2.5547191661841344
SAT1	12.509615384615383	9.407458563535911	11.314285714285717	8.141876430205949	8.917627677100494	6.935103244837758	8.713371721049263	8.867375231053604	9.07469600463231
SCAND1	1.5576923076923077	1.1284530386740332	1.2857142857142858	0.9805491990846682	1.0917078528281163	0.9705014749262536	1.080934101087652	1.1252310536044363	1.0121598147075854
SCGB1A1	0.5769230769230769	7.31975138121547	0.35	5.05720823798627	9.795167490389897	0.2182890855457227	5.819257837492002	3.910351201478743	9.601042269832078
SCGB3A1	1.0384615384615383	17.839088397790054	15.514285714285714	8.350114416475973	14.13014827018122	0.6106194690265486	15.1340371081254	9.954251386321626	11.90098436595252
SCGB3A2	3.394230769230769	2.547651933701657	2.642857142857143	2.037757437070938	4.345414607358594	2.0	2.5009596928982725	3.2333641404805915	3.0990156340474813
SDCBP	1.8557692307692308	1.5587016574585637	1.65	1.414187643020595	1.4607358594179023	1.5958702064896757	1.4830454254638517	1.5217190388170057	1.605095541401274
SEC11A	1.6730769230769231	1.4364640883977902	1.3071428571428572	1.1819221967963387	1.4376716090060406	1.3156342182890854	1.3803582853486884	1.4366913123844731	1.4070642733063117
SEC61B	2.4423076923076925	2.444751381215469	2.335714285714286	2.037757437070938	2.2850082372322897	2.1710914454277286	2.291106845809341	2.2518484288354896	2.244933410538506
SEC61G	6.326923076923077	2.765193370165746	1.921428571428572	2.210526315789474	2.778143876990665	2.353982300884956	2.552143314139476	2.4870609981515712	2.46670526925304
SEC62	1.807692307692308	1.3888121546961325	1.4214285714285717	1.147597254004577	1.258649093904448	1.135693215339233	1.2920665387076136	1.272181146025878	1.2860451650260567
SERBP1	1.6442307692307692	1.216850828729282	1.1071428571428572	1.0881006864988558	1.214717188358045	1.15929203539823	1.236084452975048	1.252772643253235	1.235089751013318
SERF2	12.125	11.643646408839778	10.957142857142856	9.907322654462243	11.624382207578254	10.743362831858407	11.09277031349968	11.513401109057302	11.69253039953677
SERP1	2.7788461538461537	2.4488950276243093	2.4285714285714284	2.1292906178489703	2.3498077979132344	2.377581120943953	2.2975047984644914	2.4098890942698707	2.3943254198031267
SERPINA1	5.086538461538462	3.0642265193370166	3.1142857142857143	2.935926773455378	3.099945085118067	2.1976401179941	2.8723608445297506	3.239833641404806	3.746381007527504
SERPINB1	1.6153846153846154	1.1277624309392265	0.9214285714285714	0.9954233409610984	1.1076331685886875	0.8672566371681416	1.074216250799744	0.9935304990757856	1.1656050955414012
SET	1.9615384615384608	1.270718232044199	0.9142857142857144	1.0697940503432497	1.1070840197693574	1.0855457227138643	1.1561100447856685	1.150184842883549	1.0694846554719166
SF3B6	1.6153846153846154	1.225828729281768	1.15	1.0274599542334095	1.1812191103789127	1.1179941002949854	1.1461932181701855	1.1797597042513863	1.1297046902142442
SFTA2	3.0096153846153846	1.649171270718232	1.1214285714285714	1.5583524027459954	1.5392641405820977	1.5309734513274336	1.3694817658349328	1.4228280961182995	1.615518239722061
SFTPA1	16.5	3.9185082872928176	6.121428571428571	5.360411899313501	3.85337726523888	5.716814159292035	4.203134996801023	3.7768022181146015	4.281412854661262
SFTPA2	20.673076923076923	3.930939226519337	7.392857142857143	5.733409610983982	4.1389346512905	6.31858407079646	4.865642994241843	4.5577634011090575	4.848291835552982
SFTPB	9.086538461538462	4.54696132596685	3.95	5.184210526315789	4.71883580450302	5.336283185840708	4.2786308381317975	3.9057301293900175	4.266357845975681
SFTPC	60.20192307692308	24.90953038674033	23.62857142857143	35.889016018306634	26.9121361889072	34.61946902654867	27.90531030070377	24.40203327171904	26.565141864504923
SFTPD	1.1923076923076923	0.6588397790055248	1.7642857142857142	0.6395881006864989	0.6397583745194948	0.6460176991150443	0.6346769033909149	0.5697781885397413	0.6462072958888245
SH3BGRL3	7.634615384615385	7.031767955801105	6.835714285714285	6.374141876430206	7.114222954420648	6.761061946902655	7.037108125399872	7.226432532347505	7.503184713375796
SKP1	3.25	2.3535911602209945	2.164285714285714	1.9759725400457664	2.357495881383855	2.445427728613569	2.282469609724888	2.3401109057301293	2.2327735958309205
SLC25A3	2.2115384615384617	1.886049723756906	1.6928571428571428	1.5640732265446224	1.8665568369028007	1.92330383480826	1.923864363403711	1.902957486136784	1.7602779386218876
