,B,CD4T,CD8T,Mon,NK,Neu
SERINC2,3.59005472635376,3.3774792203350708,3.610433640676824,5.458252774534288,3.467115590550855,8.786273238817342
SERPINB6A,5.816037163507282,5.603814292079447,5.547525363207612,9.074283499466345,5.624169958530686,6.636803814561588
SEZ6,2.168500603758638,4.084648404413462,2.2427302814101515,1.5449025989656977,2.150292446419808,1.1687192643207838
SFTPB,0.0,0.0,0.0,0.5139803624725655,0.0,3.572177063096631
SFXN5,4.037103775442784,4.003576883946165,3.9891839722809266,4.861563070194837,3.7837089968655553,7.646454357748836
SGCA,0.7925127468560684,0.8415542601984796,0.7930921728554534,0.0,3.0970763115192304,0.0
SH2D1B,6.672680510143734,6.1891940618435966,5.895638895455154,10.068533699234457,7.8428527379770525,7.499112985933062
SH2D1B2,1.5744099881921312,0.8308225918671214,1.9915086860887168,1.2562613489022882,4.476997719396236,0.0
SH3BGRL2,4.206748293645387,3.4940042023782505,1.7866490507288793,0.0,5.803777117731684,0.0
SHISA4,0.0,0.0,2.22187406686837,0.0,0.0,0.0
SHISAL1,0.14070588780673574,0.0,0.0,0.3450651908019306,1.8896106840540017,0.0
SHLD1,6.376776921329629,6.380987766725912,6.296917642867728,5.832614447841198,7.934124794258974,5.4615177466491165
SIAE,6.112007496778263,6.274041211876101,6.325511567749006,5.750509661979416,8.274606527797868,5.338755885944307
SIGLEC5,7.336904009485531,6.584205060165635,6.229458355096315,8.809116816208263,6.966095256866888,12.031481113668448
SIGLECL1,0.0,0.0,0.0,0.0,0.0,4.010873840592904
SLC11A1,4.690459349019117,4.225840522682594,4.014089621453708,8.144835825162584,4.7830950193829755,6.460567750251874
SLC12A2,5.476432144235224,5.750055891840179,5.817992846221209,6.133105024364285,5.6942532883568635,8.33823957071356
SLC13A5,0.5572926312613289,0.0,0.7362040359575674,1.6234906918528451,1.0662822621922592,4.774496438470042
SLC16A2,1.7162984471613516,1.8549505220962623,1.7691846181473982,1.2161586130128081,4.299819489097452,1.3216112991878923
SLC1A2,0.0,0.0,0.0,0.0,1.7554893719677689,0.0
SLC24A3,1.6627018822849635,1.9117563614121962,1.0874148147048945,2.2937771705018646,0.8244587189680554,4.64895310087615
SLC2A3,3.680354399779856,4.393461007082074,3.423378109663229,4.716926706683521,3.8784584423209187,7.704078498272587
SLC32A1,0.7994187913854827,0.2929671446567068,0.6119707762371158,2.8275607640195046,1.182583750593744,6.223362641951345
SLC38A6,4.79323617266715,4.955120228165866,4.647268270346693,7.267444161083622,5.02040576392652,5.626275547691442
SLC43A3,6.415624906951342,5.710608173029431,5.582734732262116,8.544680209992528,6.288790576278963,11.033063114675292
SLC6A12,4.414455749934583,3.7662441154784725,3.5008004838369207,7.534214056368665,4.0284989580829915,5.896429742808302
SLC6A16,4.144292044763706,3.395270493148887,3.990770406313021,6.793910460169609,3.8673961424494356,4.658252904365986
SLC7A11,1.482100911364733,1.3197156592176884,1.0927948971497767,2.845556365511766,1.1541165535315645,5.475329021926236
SLC9A3R2,2.3220454152141183,2.401732773652129,1.9694949558539685,1.183621448494891,3.9678394348469794,1.4521258229946423
SLCO1A2,0.2065765634622282,0.7928783790617993,0.7679369143675581,0.0,2.547189605917916,0.5994214297285725
SLCO4C1,1.1821633677152725,1.1067721927309755,1.0562314120431764,2.2994174529476314,1.2412633652204974,4.945346201962665
SLIT3,0.43865041102766655,0.46532837927917947,0.12241413449616816,2.641860825143474,0.6098160507343495,0.6986403543811216
SLPI,11.657195917170913,10.591339722703093,10.858325139997323,10.422172112176057,11.44154739433177,13.818258232798126
SMAGP,7.360000761548712,6.472340476679954,6.290745626080984,9.929633915958021,7.057131124374041,8.000555658655331
SMO,1.105875771835727,0.667574145785226,0.7570135988418897,0.0,3.0102962050833497,0.5767594966969415
SMPD5,3.7827542319906007,4.5473656026766545,4.7381099961686335,3.206692310672242,7.574649913564871,3.5505807177557758
SNAI3,0.0,0.7251722719554426,0.3535128167422418,2.150001658384409,1.2081179765215362,4.466489339739482
SOAT2,0.632343276108163,0.6664814628345199,0.833155246764072,4.577933437283087,0.8422892868620183,1.9571329386629683
SPACA9,2.577466316174289,0.9114288347495035,2.8368431201010944,0.0,5.1552415585498075,0.0
SPAG6L,0.0,0.0,0.0,0.0,0.0,2.509842604408703
SPATA18,1.3002470747540533,0.0,0.5689364463137321,3.892656004490372,0.8373786124216513,1.7014718749069575
SPHK1,2.5489444017047704,4.450008157038278,2.1429558057191884,1.8235221371281642,2.475835682595669,2.829876573138577
SPINK2,1.785469811291757,1.2878881294825395,1.7884617788840762,2.033853574754263,4.762105172044329,2.8554686228656427
SPINK4,0.0,0.0,2.495220449265168,0.0,0.0,0.0
SPINT1,5.60721832822181,4.788375691797841,4.6217760948612066,3.695924127604741,8.029260999189582,4.42792213480247
SPN,9.870891024994568,10.576900037708118,10.679676168465349,12.82861869657929,10.841034748637854,10.37701530755351
SPNS3,4.733343521158273,4.259581177571871,4.446582434204677,7.51760985463541,4.868604782480422,5.568842614068702
SPRY2,8.069968006485002,6.750047737718843,7.9067937942884505,5.3384136418614965,10.124704659848415,5.801143628689532
SRGAP3,4.241490690322841,4.335746859334224,4.0745978678036145,2.9313927052267186,7.407019212493234,2.8291280341821428
SSPO,0.526438648172453,0.8276339043592551,0.7085582220673028,2.663896311129643,0.4902967231578263,0.771744609241932
ST8SIA6,4.419499740673697,6.234406138593809,4.593404944664916,3.5506160755375484,3.213157892978475,3.201677885528412
STARD4,7.08732107377623,7.4241920478798065,7.523525069494582,9.434174253519004,7.3558298861945595,6.974840256964397
STFA2,7.619298688643431,6.157852088268958,6.442708385062345,10.185938170591482,7.398071569047749,13.841379906253465
STFA3,0.0,0.0,0.0,1.2080058922237287,0.0,5.588035236416961
STXBP6,1.2080835572621762,0.49318448692266453,1.4818939851790742,1.9275640320452228,1.5002812017795168,4.818450447675945
SULF1,1.8308402263183472,1.778375148972941,2.0970653584568844,0.8892299070466079,5.035835645379269,1.4022112708969363
SULT1A1,1.9456051122193725,1.259062402212514,1.7880919703092375,1.1144000654586264,3.8645708718544878,0.0
SUSD2,0.0,0.0,0.0,0.0,1.533919058000146,0.0
SYCP2,0.6223605979308369,1.0023498524417769,0.5977215071806785,2.2080215241845247,0.7950631821129619,4.790484872268588
SYTL2,4.543084583623289,5.099465527436516,5.271506377667508,3.5405774929783265,6.7814653754672385,4.059053938944304
TARM1,2.321930322290024,1.8594061602698417,0.0,4.5683650801573,2.618650410593908,7.619440444114992
TAS2R143,0.0,0.0,0.0,0.8587650473130071,0.0,4.8304303245460165
TBC1D8,6.2251976321942335,5.783653703700134,5.812937135765716,9.87549307198734,6.259824632975238,7.875974852690113
TBC1D9,3.967339014945744,3.5268912751460766,3.6173644917869066,7.286642681731273,3.8334586112328473,5.013892035098117
TBX21,7.581765064802498,7.587504575513686,8.540205333845455,5.793299307943893,10.635862156861595,6.233049413379819
TCF12,0.0,3.0637743352322735,0.0,0.0,1.4523093756323024,0.0
TCF7L2,4.755711260100414,4.074327141522961,4.196722104685302,8.148900305226526,4.677207380852094,5.521270489750735
TENT5A,5.577147953668463,5.455201260853106,5.847588551338779,9.127831262543774,6.201828169176293,7.409856734434959
TGFA,1.905292292858448,1.6365636730999125,1.7177017099706382,5.986937866729978,2.695839768436793,4.1160073717203876
TGFBI,8.16191928616546,7.698554807363172,7.698112702396703,12.017751773667012,8.39602921732036,10.209415386657469
TGM1,5.1323845687450635,4.589266037736399,4.604427111938437,4.341690836690299,4.837375280409516,7.511826215298937
TGM2,5.404360669729847,4.855157058758074,4.735346009342649,8.19852977192005,5.29765983919674,5.882171966055606
THRB,1.7009609995349657,3.8261641364261667,2.1012497941088917,1.0349302943227814,1.5580366519379247,1.391990316180174
TIAM2,2.8431218667010407,2.1176836356179,2.2260618775743994,6.4152125653422125,2.3099238759068386,3.28272655598517
TICAM2,4.960422771605023,4.134507196762465,4.344879365092801,7.20687145334997,4.473866692502359,5.5674761995482065
TINAGL1,5.467558480752775,4.563538101912348,4.294192808720068,4.53727088511302,4.645003361114668,8.132332454144045
TLCD5,2.4165477110741396,2.7341987121985603,4.319553011207342,1.8037640138473807,2.0862208243515976,0.7319115936794798
TLR8,6.662939118436391,6.181911457810195,6.310492628308059,10.337656877230238,6.402645429983711,7.924216446514174
TMC4,0.6082781638713178,1.018139964049153,0.4822790582418074,2.1296882392051146,0.9710622848701119,4.442386962382734
TMEM121B,3.5876754379640863,3.846173449712661,3.593601111140688,7.485577630269187,3.7944248213424006,4.432819318236032
TMEM151B,2.7464851858219403,3.073130150729918,3.4158050053637883,2.7072575685627136,6.209205399168125,2.582874221133396
TMEM171,0.0,0.0,0.0,1.0665353463049272,0.0,3.684543558359434
TMEM198,3.185422403633398,3.1631775731310956,3.2390763656300696,3.3597358144480345,5.554697403189726,2.9991006886940257
TMEM37,4.5368995634705485,3.7211293359445827,4.57618003900294,2.3541718220521615,6.83169679951591,2.035900124452916
TMEM50B,7.073050114882465,6.3616788536798285,6.28054202412709,8.734590853857567,6.665255039727786,6.9380707345581705
TNFRSF11A,2.87048491326261,2.5604792113557684,2.6127848086765546,5.378080700993571,2.8367661569216143,3.739720875123682
TNFSF13B,2.057958523545123,1.3321624922884472,0.5858554745746011,4.356053870765317,1.1116222130929132,1.135648721806423
TNFSF18,0.0,0.0,0.0,1.7974954448273732,0.0,0.0
TNNC1,3.5978596743951936,2.9619190720954593,2.9348962207667766,5.554253435742886,3.686958347435841,8.850977257338506
TNNI3K,0.7545310639696955,0.6206174910778935,0.46841686544864275,0.0,2.7864625019945883,0.0
TNS1,4.090649392998916,3.67383367793787,3.4238024477281277,4.731209899868196,4.015424423440445,7.69401907680551
TOX2,3.121076831295683,4.949066801007111,2.739830980384497,1.3271537300212066,2.86716313554594,1.189026798964655
TRAPPC3L,0.0,2.0194189383549537,0.0,0.0,0.0,0.0
TREML4,6.5820991974192085,6.351588819798266,6.2533144365102835,10.443579416062196,6.386644431826891,7.8293242076279785
TSPAN18,2.026369091074928,1.991529473929669,2.1987343759628377,5.862752811717457,1.833188897229339,2.4117675351445507
TSPAN8,7.360078946077641,6.656487217792308,6.221197242981576,6.9045969799753575,6.494511094182096,10.055433821361145
TSPO,11.41283732702721,11.098810580577966,10.924072290243764,13.030003459367764,11.22715480083279,15.165594992886522
TTC22,1.8786364864986846,2.1599530033979075,1.664500068585161,1.3395938866115629,1.1953835131558477,4.485383069378452
TUBB3,1.89553821186966,2.4106206774672967,4.139483073999277,1.8055317277377587,2.4217645130015653,1.4270682068851057
UBE2Q2L,4.06796518777416,3.9379853582308506,3.6881418944100157,2.4965506715012307,6.377228099799925,4.420924065764876
UCHL1,5.00425982930584,4.359420872325932,7.002376748226071,4.29511234561029,4.807276193352372,4.535232243588334
UGT8,0.9644399676941854,0.9778254717086579,1.2829845708981775,2.2033138849484066,0.9801055372394034,4.841306230238536
UPP1,4.712315089892888,4.619164655242258,4.170864721926868,7.8652099448291715,5.529584150030572,10.100143698062073
USP2,2.068301640478659,1.3560735184515649,1.8448898127436135,2.857386652458513,2.228469388048402,5.305854306466234
VEGFA,0.0,0.0,0.0,0.0,0.0,2.195871009293486
VEGFC,3.442993674511369,2.989536954087673,2.945081531045669,2.98800575156561,5.414509053768189,1.94680685294782
WDR38,0.0,0.0,0.0,0.0,0.0,3.1160968299617195
WFDC15B,1.6165426181117357,0.0,2.923731712996436,4.056876914153616,4.154647273082274,7.497809885569204
WNT11,0.2685735841989182,0.0,0.0,0.8893250597562377,0.0,3.9443384395454806
WWTR1,1.7617270001866316,1.0441517282000923,0.37475010935537345,0.9182412968187245,3.7898545892975544,0.0
XCL1,9.998137822538371,9.347693666058236,10.113787339995579,6.399026220280687,12.892139658911123,7.03665226133133
ZBTB46,3.1771099742862825,2.734454909047216,2.6625340966875988,5.040648295539441,3.1046549534397903,2.932633644809921
ZCCHC12,1.360106684550538,1.570852486397143,0.6378059746910658,3.1093393363961273,1.1120226481996465,5.352928634926476
ZDHHC2,3.2068400765627585,3.1018609615812363,3.5053635050244116,4.1352716140923516,3.1425253657598624,6.362911221430011
ZFP532,1.671501526481812,1.0161341173860476,1.070871861572336,1.8178214677703242,1.7030484702616044,4.54843775837808
ZFP92,0.3139360553997811,0.3149377279925311,0.31866426029220674,0.0,1.8285913809114045,0.0
ZFYVE9,3.887091042571786,3.4338799050761946,3.8131645296409165,8.092814469815941,3.8897368342759493,5.841728784882305
ZMYND15,1.120094879493653,0.8028430723152211,0.8547597949496534,3.4254305541151933,1.7841488417161706,1.6207320099218123
